"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2024/02/22","5,190.0","5,940.0","4,970.0","5,810.0","0.0","4,643,800","25,199,731","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024/03/22","7,130.0","7,550.0","6,940.0","7,000.0","-80.0","1,490,500","10,749,018","0","10,000","0.00","-","17.00","6,986.00","-","-","-","-","1,778,220","-","-"
"2024/03/21","7,690.0","7,890.0","6,860.0","7,080.0","-460.0","2,045,200","14,845,967","0","11,100","0.00","-","17.00","6,848.00","-","-","-","-","1,594,120","-","-"
"2024/03/19","6,990.0","7,570.0","6,900.0","7,540.0","+570.0","2,679,900","19,532,904","0","10,500","0.00","-","15.30","6,754.00","-","-","-","-","1,344,000","-","-"
"2024/03/18","6,540.0","7,150.0","6,330.0","6,970.0","+630.0","2,013,700","13,816,979","0","12,900","0.00","-","17.00","6,520.00","-","-","-","-","953,760","-","-"
"2024/03/15","6,250.0","6,570.0","6,150.0","6,340.0","+30.0","661,800","4,198,825","0","12,600","0.00","-","17.00","6,266.00","-","-","-","-","672,880","-","-"
"2024/03/14","6,450.0","6,570.0","6,010.0","6,310.0","-300.0","570,000","3,598,286","0","12,800","0.00","-","25.00","6,266.00","-","-","-","-","820,500","-","-"
"2024/03/13","6,600.0","6,720.0","6,230.0","6,610.0","+240.0","794,600","5,179,257","0","12,600","0.00","-","17.60","6,402.00","-","-","-","-","1,062,340","-","-"
"2024/03/12","5,720.0","6,420.0","5,620.0","6,370.0","+670.0","728,700","4,435,685","0","14,100","0.00","-","13.90","6,450.00","-","-","-","-","1,168,880","-","-"
"2024/03/11","5,740.0","6,040.0","5,520.0","5,700.0","-640.0","609,300","3,516,394","0","12,300","0.00","-","21.80","6,472.00","-","-","-","-","1,363,800","-","-"
"2024/03/08","7,090.0","7,300.0","5,990.0","6,340.0","-650.0","1,399,900","9,156,407","0","10,100","0.00","-","17.00","6,440.00","-","-","-","-","1,396,440","-","-"
"2024/03/07","7,350.0","7,440.0","6,600.0","6,990.0","+140.0","1,779,200","12,616,853","0","11,200","0.00","-","23.80","6,360.00","-","-","-","-","1,247,900","-","-"
"2024/03/06","6,310.0","6,850.0","6,060.0","6,850.0","+370.0","1,327,300","8,702,107","0","16,000","0.00","-","16.00","6,170.00","-","-","-","-","1,123,700","-","-"
"2024/03/05","5,800.0","6,540.0","5,700.0","6,480.0","+940.0","1,703,300","10,751,611","0","17,800","0.00","-","17.00","6,006.00","-","-","-","-","1,440,520","-","-"
"2024/03/04","6,060.0","6,060.0","5,450.0","5,540.0","-400.0","772,500","4,386,769","0","18,600","0.00","-","13.00","5,968.00","-","-","-","-","1,619,560","-","-"
"2024/03/01","6,090.0","6,230.0","5,940.0","5,940.0","-100.0","657,200","3,976,928","0","17,100","0.00","-","13.00","6,222.00","-","-","-","-","2,546,400","-","-"
"2024/02/29","5,930.0","6,250.0","5,850.0","6,040.0","+10.0","1,158,200","7,025,210","0","14,700","0.00","-","13.00","6,196.00","-","-","-","-","3,343,720","-","-"
"2024/02/28","6,310.0","6,980.0","5,840.0","6,030.0","-260.0","2,911,400","18,800,113","0","17,700","0.00","-","11.80","-","-","-","-","-","-","-","-"
"2024/02/27","6,610.0","6,770.0","5,980.0","6,290.0","-520.0","2,598,500","16,588,269","0","16,600","0.00","-","14.50","-","-","-","-","-","-","-","-"
"2024/02/26","6,450.0","6,810.0","6,030.0","6,810.0","+1,000.0","5,406,700","35,223,810","0","22,900","0.00","-","8.40","-","-","-","-","-","-","-","-"
