"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2024/02/28","3,990.0","4,080.0","3,290.0","3,295.0","0.0","2,167,900","8,129,424","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024/03/22","2,037.0","2,043.0","1,883.0","1,919.0","-78.0","111,300","215,628","0","13,600","0.00","-","2.50","1,883.60","-","-","-","-","120,880","-","-"
"2024/03/21","2,135.0","2,144.0","1,974.0","1,997.0","+82.0","193,400","398,024","0","14,800","0.00","-","2.30","1,874.20","-","-","-","-","107,260","-","-"
"2024/03/19","1,820.0","1,990.0","1,794.0","1,915.0","+128.0","159,100","302,734","0","12,300","0.00","-","2.30","1,846.80","-","-","-","-","84,960","-","-"
"2024/03/18","1,801.0","1,825.0","1,760.0","1,787.0","-13.0","51,100","91,843","0","11,900","0.00","-","2.60","1,849.80","-","-","-","-","90,820","-","-"
"2024/03/15","1,861.0","1,930.0","1,795.0","1,800.0","-72.0","89,500","164,352","0","11,700","0.00","-","2.60","1,858.80","-","-","-","-","114,200","-","-"
"2024/03/14","1,862.0","1,898.0","1,793.0","1,872.0","+12.0","43,200","79,445","0","11,500","0.00","-","2.60","1,899.80","-","-","-","-","138,100","-","-"
"2024/03/13","1,960.0","1,998.0","1,833.0","1,860.0","-70.0","81,900","155,095","0","11,500","0.00","-","2.70","1,965.40","-","-","-","-","186,240","-","-"
"2024/03/12","1,850.0","2,000.0","1,850.0","1,930.0","+98.0","188,400","363,562","0","11,500","0.00","-","2.70","2,067.40","-","-","-","-","218,380","-","-"
"2024/03/11","1,915.0","1,943.0","1,808.0","1,832.0","-173.0","168,000","314,844","0","12,200","0.00","-","3.70","2,169.40","-","-","-","-","375,060","-","-"
"2024/03/08","2,185.0","2,219.0","2,001.0","2,005.0","-195.0","209,000","437,589","0","11,300","0.00","-","4.70","2,274.20","-","-","-","-","476,240","-","-"
"2024/03/07","2,370.0","2,420.0","2,200.0","2,200.0","-170.0","283,900","649,829","0","13,000","0.00","-","6.20","2,366.60","-","-","-","-","820,040","-","-"
"2024/03/06","2,400.0","2,429.0","2,341.0","2,370.0","-70.0","242,600","578,842","0","10,600","0.00","-","5.30","2,473.60","-","-","-","-","1,518,180","-","-"
"2024/03/05","2,364.0","2,543.0","2,276.0","2,440.0","+84.0","971,800","2,356,554","0","7,300","0.00","-","6.60","2,658.60","-","-","-","-","1,903,240","-","-"
"2024/03/04","2,494.0","2,541.0","2,306.0","2,356.0","-111.0","673,900","1,609,704","0","7,300","0.00","-","4.70","-","-","-","-","-","-","-","-"
"2024/03/01","2,734.0","2,930.0","2,445.0","2,467.0","-268.0","1,928,000","5,246,292","0","5,000","0.00","-","8.20","-","-","-","-","-","-","-","-"
"2024/02/29","3,015.0","3,160.0","2,711.0","2,735.0","-560.0","3,774,600","11,060,282","0","12,900","0.00","-","4.80","-","-","-","-","-","-","-","-"
