"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2019/07/12","1,500.0","1,500.0","1,500.0","1,500.0","0.0","10","15","-","-","-","-","-","1,514.00","1,519.80","1,517.57","1,518.37","1,514.72","4","5","28"
"2024/03/22","3,481.0","3,481.0","3,408.0","3,421.0","-139.0","4,220","14,527","0","70","0.00","-","-","3,461.40","3,264.16","3,181.11","3,190.14","3,150.21","2,710","2,026","1,879"
"2024/03/21","3,569.0","3,582.0","3,540.0","3,560.0","+100.0","2,140","7,629","0","70","0.00","-","-","3,456.20","3,249.60","3,180.72","3,188.08","3,147.99","2,272","1,908","1,843"
"2024/03/19","3,427.0","3,468.0","3,427.0","3,460.0","+33.0","570","1,965","0","70","0.00","-","-","3,400.40","3,231.84","3,178.00","3,184.16","3,145.34","1,948","1,900","1,852"
"2024/03/18","3,447.0","3,451.0","3,423.0","3,427.0","-12.0","5,470","18,822","0","70","0.00","-","-","3,373.20","3,217.84","3,177.08","3,181.13","3,142.84","1,968","1,968","1,892"
"2024/03/15","3,399.0","3,439.0","3,395.0","3,439.0","+44.0","1,150","3,921","0","70","0.00","-","-","3,344.00","3,202.08","3,174.88","3,178.78","3,140.51","1,078","1,782","1,820"
"2024/03/14","3,390.0","3,415.0","3,390.0","3,395.0","+114.0","2,030","6,900","0","70","0.00","-","-","3,318.20","3,187.40","3,172.47","3,175.38","3,138.44","1,034","1,784","1,817"
"2024/03/13","3,308.0","3,308.0","3,270.0","3,281.0","-43.0","520","1,705","0","70","0.00","-","-","3,297.20","3,175.36","3,170.35","3,172.62","3,136.56","982","1,840","1,799"
"2024/03/12","3,332.0","3,332.0","3,305.0","3,324.0","+43.0","670","2,224","0","70","0.00","-","-","3,299.00","3,167.52","3,169.96","3,170.38","3,135.21","1,300","1,864","1,824"
"2024/03/11","3,298.0","3,309.0","3,278.0","3,281.0","-29.0","1,020","3,363","0","70","0.00","-","-","3,294.40","3,160.08","3,169.71","3,167.72","3,133.65","3,066","1,879","1,836"
"2024/03/08","3,315.0","3,315.0","3,294.0","3,310.0","+20.0","930","3,077","0","70","0.00","-","-","3,277.20","3,153.04","3,169.49","3,165.05","3,132.23","3,814","1,899","1,836"
"2024/03/07","3,321.0","3,328.0","3,290.0","3,290.0","0.0","1,770","5,840","0","70","0.00","-","-","3,246.20","3,145.84","3,168.17","3,161.81","3,130.69","3,784","1,908","1,841"
"2024/03/06","3,306.0","3,306.0","3,251.0","3,290.0","-11.0","2,110","6,931","0","70","0.00","-","-","3,208.40","3,139.84","3,166.08","3,157.79","3,129.29","3,610","1,861","1,831"
"2024/03/05","3,300.0","3,310.0","3,273.0","3,301.0","+106.0","9,500","31,357","0","0","0.00","-","-","3,172.80","3,133.28","3,163.35","3,154.36","3,127.97","3,222","1,885","1,813"
"2024/03/04","3,202.0","3,234.0","3,117.0","3,195.0","+40.0","4,760","15,294","0","0","0.00","-","-","3,137.00","3,126.04","3,161.57","3,150.30","3,126.44","1,364","1,522","1,699"
"2024/03/01","3,104.0","3,160.0","3,104.0","3,155.0","+54.0","780","2,450","0","0","0.00","-","-","3,127.40","3,122.00","3,160.81","3,147.49","3,126.28","700","1,437","1,639"
"2024/02/29","3,136.0","3,136.0","3,088.0","3,101.0","-11.0","900","2,798","0","0","0.00","-","-","3,130.40","3,117.80","3,160.59","3,146.39","3,126.55","1,112","1,452","1,638"
"2024/02/28","3,137.0","3,137.0","3,109.0","3,112.0","-10.0","170","529","0","0","0.00","-","-","3,146.20","3,116.52","3,161.72","3,146.93","3,127.09","1,004","1,528","1,627"
"2024/02/27","3,105.0","3,127.0","3,105.0","3,122.0","-25.0","210","654","0","0","0.00","-","-","3,160.00","3,115.04","3,162.73","3,146.82","3,127.51","1,174","1,577","1,649"
"2024/02/26","3,186.0","3,186.0","3,139.0","3,147.0","-23.0","1,440","4,546","0","0","0.00","-","-","3,173.80","3,114.20","3,163.67","3,146.91","3,127.63","1,474","1,709","1,660"
"2024/02/22","3,165.0","3,177.0","3,163.0","3,170.0","-10.0","2,840","8,995","0","0","0.00","-","-","3,179.00","3,111.32","3,163.69","3,146.99","3,127.80","1,962","1,706","1,652"
"2024/02/21","3,168.0","3,180.0","3,165.0","3,180.0","-1.0","360","1,142","0","0","0.00","-","-","3,164.60","3,108.48","3,164.23","3,147.43","3,127.58","1,490","1,636","1,620"
"2024/02/20","3,204.0","3,204.0","3,168.0","3,181.0","-10.0","1,020","3,252","0","0","0.00","-","-","3,140.00","3,105.40","3,164.32","3,147.87","3,127.13","1,676","1,665","1,630"
"2024/02/19","3,229.0","3,237.0","3,183.0","3,191.0","+18.0","1,710","5,484","0","0","0.00","-","-","3,127.00","3,102.84","3,164.20","3,147.73","3,126.62","1,856","1,905","1,625"
"2024/02/16","3,150.0","3,197.0","3,150.0","3,173.0","+75.0","3,880","12,285","0","0","0.00","-","-","3,110.80","3,097.84","3,164.31","3,147.36","3,126.33","1,970","1,934","1,609"
"2024/02/15","3,075.0","3,127.0","3,075.0","3,098.0","+41.0","480","1,486","0","10","0.00","-","-","3,082.80","3,093.88","3,164.23","3,147.25","3,125.77","1,356","1,794","1,565"
"2024/02/14","3,098.0","3,098.0","3,050.0","3,057.0","-59.0","1,290","3,967","0","0","0.00","-","-","3,077.60","3,091.96","3,165.47","3,147.50","3,125.82","1,500","1,805","1,568"
"2024/02/13","3,110.0","3,129.0","3,110.0","3,116.0","+6.0","1,920","5,985","0","0","0.00","-","-","3,085.00","3,092.08","3,167.57","3,147.73","3,126.15","1,932","1,796","1,574"
"2024/02/09","3,100.0","3,120.0","3,099.0","3,110.0","+77.0","2,280","7,070","0","0","0.00","-","-","3,078.80","3,090.68","3,168.27","3,147.61","3,126.16","1,772","1,858","1,566"
"2024/02/08","3,072.0","3,090.0","3,026.0","3,033.0","-39.0","810","2,462","0","30","0.00","-","-","3,084.40","3,088.16","3,168.89","3,147.89","3,126.16","1,522","1,915","1,546"
"2024/02/07","3,073.0","3,073.0","3,050.0","3,072.0","-22.0","1,200","3,676","0","100","0.00","-","-","3,098.80","3,090.88","3,171.01","3,148.76","3,126.67","1,666","1,946","1,548"
"2024/02/06","3,072.0","3,094.0","3,053.0","3,094.0","+9.0","3,450","10,577","0","0","0.00","-","-","3,110.40","3,095.36","3,171.37","3,149.41","3,127.14","1,658","1,909","1,535"
"2024/02/05","3,116.0","3,116.0","3,080.0","3,085.0","-53.0","1,120","3,463","0","0","0.00","-","-","3,119.60","3,098.84","3,171.71","3,150.15","3,127.31","1,086","2,091","1,505"
