"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2019/07/12","15,790.0","15,790.0","15,560.0","15,610.0","-90.0","30,550","478,496","-","-","-","-","-","15,614.00","15,324.80","15,576.13","15,674.80","16,193.30","47,426","45,341","65,525"
"2022/01/31","22,075.0","22,765.0","21,840.0","22,670.0","+470.0","84,980","1,908,255","0","6,580","0.00","-","-","22,285.00","24,363.60","25,070.33","25,392.05","24,510.13","144,994","103,490","110,922"
"2021/12/03","23,670.0","24,290.0","23,495.0","24,290.0","+790.0","124,390","2,969,261","0","8,780","0.00","-","-","23,822.00","25,679.60","25,520.53","25,017.70","24,371.35","244,462","129,779","186,642"
"2021/12/02","23,450.0","23,820.0","23,345.0","23,500.0","-260.0","226,580","5,334,351","0","8,780","0.00","-","-","23,958.00","25,738.40","25,507.73","25,011.50","24,366.00","257,138","127,915","188,961"
"2021/06/11","24,180.0","24,250.0","23,860.0","24,120.0","-90.0","133,450","3,213,798","0","8,990","0.00","-","-","24,230.00","23,390.80","23,650.93","23,309.60","20,673.10","113,000","161,738","185,669"
"2021/06/02","23,570.0","23,970.0","23,210.0","23,860.0","+420.0","149,960","3,555,408","0","7,970","0.00","-","-","23,552.00","23,115.20","23,601.87","23,098.90","20,383.50","158,622","173,039","183,656"
"2021/06/01","23,580.0","23,650.0","23,100.0","23,440.0","+40.0","115,640","2,703,352","0","8,230","0.00","-","-","23,444.00","23,097.20","23,593.33","23,062.50","20,339.15","144,700","174,682","182,863"
"2020/11/19","18,530.0","18,750.0","18,390.0","18,750.0","+140.0","100,360","1,860,629","43,370","20","0.00","0.50","-","18,680.00","17,311.20","16,682.27","16,312.00","15,384.05","121,296","140,484","126,975"
"2015/08/26","13,370.0","14,210.0","13,240.0","14,100.0","+830.0","1,910,210","26,272,777","0","202,310","0.00","-","-","14,962.00","17,369.20","17,590.67","17,377.50","15,553.23","1,236,520","464,504","311,589"
"2015/08/25","13,250.0","14,720.0","12,800.0","13,270.0","-950.0","1,945,320","26,897,511","0","185,670","0.00","-","-","15,674.00","17,518.80","17,627.33","17,390.50","15,541.85","920,976","399,522","287,474"
