"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2024/02/29","5,850.0","6,850.0","5,280.0","6,260.0","0.0","718,000","4,329,727","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024/02/28","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024/03/22","4,585.0","4,605.0","4,385.0","4,400.0","-180.0","13,600","60,450","0","7,400","0.00","-","8.50","4,392.00","-","-","-","-","24,060","-","-"
"2024/03/21","4,530.0","4,710.0","4,460.0","4,580.0","+60.0","26,900","124,388","0","6,300","0.00","-","4.60","4,418.00","-","-","-","-","28,580","-","-"
"2024/03/19","4,225.0","4,580.0","4,200.0","4,520.0","+290.0","29,500","129,994","0","5,700","0.00","-","8.90","4,403.00","-","-","-","-","38,560","-","-"
"2024/03/18","4,190.0","4,300.0","4,190.0","4,230.0","0.0","11,800","49,910","0","5,800","0.00","-","12.00","4,363.00","-","-","-","-","37,200","-","-"
"2024/03/15","4,460.0","4,500.0","4,220.0","4,230.0","-300.0","38,500","166,055","0","5,800","0.00","-","8.00","4,343.00","-","-","-","-","45,320","-","-"
"2024/03/14","4,470.0","4,640.0","4,375.0","4,530.0","+25.0","36,200","163,296","0","6,200","0.00","-","8.00","4,362.00","-","-","-","-","44,980","-","-"
"2024/03/13","4,260.0","4,915.0","4,110.0","4,505.0","+185.0","76,800","349,776","0","6,600","0.00","-","7.30","4,351.00","-","-","-","-","54,320","-","-"
"2024/03/12","4,130.0","4,360.0","4,130.0","4,320.0","+190.0","22,700","96,752","0","7,700","0.00","-","8.50","4,377.00","-","-","-","-","55,560","-","-"
"2024/03/11","4,255.0","4,270.0","3,980.0","4,130.0","-195.0","52,400","215,092","0","7,500","0.00","-","8.50","4,459.00","-","-","-","-","104,960","-","-"
"2024/03/08","4,405.0","4,480.0","4,270.0","4,325.0","-150.0","36,800","160,026","0","6,700","0.00","-","12.10","4,542.00","-","-","-","-","166,300","-","-"
"2024/03/07","4,700.0","4,725.0","4,205.0","4,475.0","-160.0","82,900","368,857","0","6,900","0.00","-","8.20","4,729.00","-","-","-","-","296,140","-","-"
"2024/03/06","4,575.0","4,820.0","4,555.0","4,635.0","-95.0","83,000","388,243","0","6,800","0.00","-","13.70","5,086.00","-","-","-","-","423,160","-","-"
"2024/03/05","4,480.0","5,140.0","4,420.0","4,730.0","+185.0","269,700","1,287,019","0","7,900","0.00","-","6.60","4,158.80","-","-","-","-","406,560","-","-"
"2024/03/04","4,960.0","5,140.0","4,415.0","4,545.0","-715.0","359,100","1,714,991","0","6,700","0.00","-","-","-","-","-","-","-","-","-","-"
"2024/03/01","6,360.0","6,700.0","5,260.0","5,260.0","-1,000.0","686,000","4,052,850","0","3,100","0.00","-","-","-","-","-","-","-","-","-","-"
