"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2019/07/12","20,780.0","20,780.0","20,500.0","20,670.0","-90.0","765","15,782","-","-","-","-","-","20,818.00","20,760.00","21,175.87","21,550.50","22,270.20","667","210","144"
"2024/03/08","28,235.0","28,400.0","28,080.0","28,285.0","+50.0","154","4,349","60","0","0.00","5.00","-","28,300.00","27,741.00","26,822.47","26,660.55","26,968.68","1,792","746","484"
"2024/03/06","28,200.0","28,440.0","28,200.0","28,370.0","+60.0","879","24,982","60","0","0.00","5.00","-","28,334.00","27,637.00","26,762.27","26,632.05","26,961.33","1,837","759","484"
"2024/03/04","28,205.0","28,430.0","28,205.0","28,300.0","-110.0","180","5,093","81","0","0.00","5.00","-","28,420.00","27,524.40","26,700.80","26,590.80","26,947.98","225","435","377"
"2024/02/29","28,225.0","28,350.0","28,100.0","28,280.0","-205.0","327","9,228","61","0","0.00","5.00","-","28,318.00","27,419.80","26,642.40","26,562.85","26,932.08","341","440","375"
"2024/02/22","27,985.0","27,985.0","27,565.0","27,760.0","-150.0","385","10,691","49","0","0.00","5.00","-","27,908.00","27,221.00","26,512.00","26,524.20","26,904.95","759","465","366"
"2024/02/15","27,610.0","27,610.0","27,225.0","27,335.0","-215.0","461","12,624","95","0","0.00","5.00","-","27,279.00","27,184.80","26,365.47","26,495.30","26,876.75","517","395","335"
"2024/02/14","27,405.0","27,550.0","27,245.0","27,550.0","+90.0","293","8,037","88","0","0.00","5.00","-","27,117.00","27,185.80","26,352.13","26,503.00","26,873.35","446","398","330"
"2024/02/13","27,215.0","27,495.0","27,150.0","27,460.0","+430.0","1,010","27,681","95","0","0.00","5.00","-","26,903.00","27,148.80","26,338.80","26,506.00","26,868.60","476","404","330"
"2024/02/09","26,810.0","27,175.0","26,810.0","27,030.0","+10.0","216","5,817","103","0","0.00","5.00","-","26,784.00","27,106.80","26,322.53","26,506.90","26,865.23","331","379","325"
"2024/02/08","26,645.0","27,090.0","26,615.0","27,020.0","+495.0","607","16,393","102","0","0.00","5.00","-","26,732.00","27,073.80","26,303.93","26,512.80","26,864.15","419","473","331"
"2024/02/02","27,190.0","27,190.0","26,725.0","26,770.0","-440.0","657","17,695","80","0","0.00","5.00","-","26,985.00","26,862.20","26,295.27","26,535.90","26,858.85","350","469","350"
"2024/01/31","26,850.0","27,040.0","26,600.0","27,040.0","+160.0","308","8,259","76","0","0.00","5.00","-","26,943.00","26,724.80","26,300.40","26,545.45","26,849.18","283","440","340"
"2024/01/26","26,770.0","26,985.0","26,770.0","26,840.0","-90.0","219","5,865","83","0","0.00","5.00","-","27,126.00","26,518.40","26,288.13","26,560.15","26,832.60","401","446","345"
"2024/01/24","27,380.0","27,380.0","27,125.0","27,165.0","-235.0","96","2,611","20","0","0.00","5.00","-","27,205.00","26,397.80","26,277.80","26,569.55","26,826.38","408","449","342"
"2024/01/19","27,200.0","27,300.0","26,940.0","27,020.0","-125.0","344","9,308","69","0","0.00","5.00","-","27,459.00","26,243.20","26,282.87","26,565.35","26,806.35","322","416","328"
"2024/01/17","27,870.0","27,880.0","27,350.0","27,350.0","-470.0","319","8,802","68","0","0.00","5.00","-","27,727.00","26,164.60","26,291.93","26,564.70","26,790.65","407","401","324"
"2024/01/16","27,950.0","28,025.0","27,760.0","27,820.0","-140.0","213","5,952","13","0","0.00","0.00","-","27,729.00","26,125.40","26,293.93","26,559.05","26,780.08","452","393","321"
"2024/01/15","27,655.0","27,960.0","27,655.0","27,960.0","+195.0","413","11,499","0","0","0.00","-","-","27,490.00","26,081.80","26,280.80","26,552.10","26,767.13","498","395","319"
"2024/01/10","26,850.0","27,390.0","26,820.0","27,360.0","+735.0","540","14,662","10","0","0.00","0.00","-","26,401.00","25,905.20","26,265.47","26,538.85","26,730.18","853","380","302"
"2023/12/25","25,395.0","25,410.0","25,320.0","25,320.0","+95.0","136","3,450","47","0","0.00","0.00","-","25,266.00","25,957.00","26,427.13","26,592.95","26,697.68","235","258","251"
"2023/12/22","25,115.0","25,275.0","25,115.0","25,225.0","+160.0","88","2,218","62","0","0.00","0.00","-","25,260.00","25,984.20","26,455.07","26,604.85","26,697.13","295","258","251"
"2023/12/18","25,200.0","25,320.0","25,040.0","25,290.0","-175.0","435","10,967","99","0","0.00","0.00","-","25,750.00","26,091.00","26,574.07","26,640.40","26,690.63","250","254","243"
"2023/12/14","26,130.0","26,130.0","25,650.0","25,780.0","-220.0","140","3,620","134","0","0.00","5.00","-","26,039.00","26,150.80","26,626.80","26,654.55","26,687.80","166","237","241"
"2023/12/12","26,275.0","26,500.0","26,215.0","26,215.0","-60.0","265","6,980","134","0","0.00","5.00","-","26,303.00","26,158.20","26,660.87","26,650.50","26,682.10","187","234","239"
"2023/12/08","26,370.0","26,370.0","25,870.0","25,925.0","-445.0","82","2,132","134","0","0.00","5.00","-","26,320.00","26,141.80","26,683.07","26,632.55","26,671.50","248","227","234"
"2023/12/06","26,380.0","26,730.0","26,380.0","26,730.0","+455.0","263","6,987","127","0","0.00","5.00","-","26,420.00","26,114.60","26,703.60","26,617.70","26,661.58","334","238","238"
"2023/12/04","26,275.0","26,300.0","26,005.0","26,300.0","-175.0","357","9,324","85","0","0.00","5.00","-","26,262.00","26,030.20","26,722.13","26,607.30","26,647.45","296","245","235"
"2023/11/30","26,065.0","26,345.0","25,990.0","26,320.0","+280.0","295","7,693","71","0","0.00","5.00","-","26,254.00","26,006.40","26,750.07","26,611.75","26,634.78","260","231","243"
"2023/11/28","26,390.0","26,390.0","26,025.0","26,175.0","-150.0","338","8,827","66","0","0.00","5.00","-","26,238.00","26,027.40","26,778.40","26,623.90","26,622.78","324","228","255"
"2023/11/24","26,495.0","26,560.0","26,410.0","26,410.0","+175.0","137","3,625","26","0","0.00","5.00","-","26,127.00","26,002.40","26,790.80","26,653.40","26,608.75","243","250","250"
"2023/11/21","26,010.0","26,070.0","25,765.0","26,045.0","+100.0","299","7,758","8","0","0.00","0.00","-","25,942.00","26,012.40","26,784.80","26,686.65","26,591.83","214","244","251"
"2023/11/20","26,000.0","26,100.0","25,945.0","25,945.0","-55.0","192","4,997","0","3","0.00","-","-","25,922.00","26,028.40","26,791.40","26,701.80","26,585.30","191","238","252"
"2023/11/17","25,620.0","26,010.0","25,600.0","26,000.0","+340.0","139","3,596","0","0","0.00","-","-","25,936.00","26,066.60","26,804.93","26,722.85","26,581.48","213","322","257"
"2023/11/16","26,060.0","26,060.0","25,660.0","25,660.0","-400.0","284","7,322","19","0","0.00","0.00","-","25,947.00","26,122.60","26,811.73","26,744.30","26,578.20","213","321","263"
