"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2024/03/21","1,040.0","1,040.0","1,022.0","1,026.0","-1.0","15,607","16,124","10","0","0.00","5.00","-","1,019.00","1,020.48","-","-","-","9,484","13,524","-"
"2024/03/19","1,021.0","1,027.0","1,019.0","1,027.0","+8.0","15,903","16,277","110","0","0.00","0.00","-","1,015.40","1,020.36","-","-","-","6,526","13,750","-"
"2024/03/18","1,016.0","1,020.0","1,016.0","1,019.0","+6.0","4,852","4,939","10","0","0.00","0.00","-","1,011.60","1,019.96","-","-","-","6,531","13,482","-"
"2024/03/15","1,012.0","1,015.0","1,012.0","1,013.0","+3.0","1,493","1,513","10","0","0.00","0.00","-","1,008.40","1,019.64","-","-","-","7,621","13,694","-"
"2024/03/14","1,010.0","1,010.0","1,007.0","1,010.0","+2.0","9,566","9,652","10","0","0.00","0.00","-","1,007.60","1,019.36","-","-","-","9,704","13,960","-"
"2024/03/13","1,013.0","1,013.0","1,005.0","1,008.0","0.0","816","822","10","0","0.00","0.00","-","1,008.60","1,019.56","-","-","-","13,115","14,250","-"
"2024/03/11","1,000.0","1,004.0","1,000.0","1,003.0","-6.0","10,302","10,317","10","0","0.00","0.00","-","1,015.20","1,019.20","-","-","-","15,026","14,459","-"
"2024/03/08","1,017.0","1,017.0","1,007.0","1,009.0","-6.0","11,908","12,005","10","0","0.00","0.00","-","1,019.80","1,019.00","-","-","-","18,944","15,078","-"
"2024/03/07","1,023.0","1,023.0","1,011.0","1,015.0","-8.0","26,624","27,062","0","0","0.00","-","-","1,023.20","1,018.76","-","-","-","19,788","14,954","-"
"2024/03/06","1,027.0","1,027.0","1,022.0","1,023.0","-3.0","10,495","10,741","0","0","0.00","-","-","1,025.40","-","-","-","-","15,327","-","-"
"2024/03/05","1,027.0","1,027.0","1,025.0","1,026.0","0.0","15,801","16,201","0","0","0.00","-","-","1,026.20","-","-","-","-","14,626","-","-"
"2024/03/04","1,026.0","1,026.0","1,021.0","1,026.0","0.0","29,896","30,601","0","500","0.00","-","-","1,026.20","-","-","-","-","13,860","-","-"
"2024/03/01","1,023.0","1,026.0","1,023.0","1,026.0","0.0","16,126","16,512","0","500","0.00","-","-","1,026.00","-","-","-","-","13,903","-","-"
"2024/02/29","1,027.0","1,027.0","1,024.0","1,026.0","-1.0","4,320","4,427","0","500","0.00","-","-","1,025.80","-","-","-","-","14,253","-","-"
"2024/02/28","1,028.0","1,028.0","1,024.0","1,027.0","+1.0","6,991","7,173","0","500","0.00","-","-","1,025.00","-","-","-","-","14,281","-","-"
"2024/02/27","1,030.0","1,030.0","1,025.0","1,026.0","+1.0","11,967","12,287","0","500","0.00","-","-","1,024.20","-","-","-","-","15,162","-","-"
"2024/02/26","1,028.0","1,028.0","1,023.0","1,025.0","0.0","30,112","30,867","0","500","0.00","-","-","1,024.60","-","-","-","-","17,694","-","-"
"2024/02/22","1,024.0","1,026.0","1,023.0","1,025.0","+3.0","17,876","18,305","0","500","0.00","-","-","1,024.20","-","-","-","-","16,303","-","-"
"2024/02/21","1,026.0","1,026.0","1,020.0","1,022.0","-1.0","4,462","4,562","0","0","0.00","-","-","1,023.80","-","-","-","-","14,995","-","-"
"2024/02/20","1,027.0","1,027.0","1,021.0","1,023.0","-5.0","11,394","11,658","0","0","0.00","-","-","1,024.40","-","-","-","-","15,411","-","-"
"2024/02/19","1,022.0","1,179.0","1,021.0","1,028.0","+5.0","24,629","25,789","0","100","0.00","-","-","1,024.40","-","-","-","-","17,387","-","-"
"2024/02/16","1,023.0","1,024.0","1,020.0","1,023.0","0.0","23,154","23,669","0","0","0.00","-","-","1,022.20","-","-","-","-","14,301","-","-"
"2024/02/15","1,024.0","1,025.0","1,020.0","1,023.0","-2.0","11,339","11,587","0","0","0.00","-","-","1,019.80","-","-","-","-","11,698","-","-"
"2024/02/14","1,026.0","1,027.0","1,022.0","1,025.0","+2.0","6,541","6,699","0","0","0.00","-","-","1,016.40","-","-","-","-","11,059","-","-"
"2024/02/13","1,023.0","1,024.0","1,012.0","1,023.0","+6.0","21,273","21,695","0","4","0.00","-","-","1,014.40","-","-","-","-","13,113","-","-"
"2024/02/09","1,015.0","1,018.0","1,014.0","1,017.0","+6.0","9,201","9,341","0","0","0.00","-","-","1,011.40","-","-","-","-","11,411","-","-"
"2024/02/08","1,004.0","1,011.0","1,004.0","1,011.0","+5.0","10,140","10,216","0","0","0.00","-","-","1,007.80","-","-","-","-","11,413","-","-"
"2024/02/07","1,009.0","1,009.0","1,004.0","1,006.0","-9.0","8,144","8,193","0","210","0.00","-","-","1,005.20","-","-","-","-","14,544","-","-"
"2024/02/02","1,000.0","1,018.0","994.0","999.0","+1.0","9,214","9,185","0","100","0.00","-","-","-","-","-","-","-","-","-","-"
"2024/02/01","1,022.0","1,022.0","995.0","998.0","-5.0","25,795","25,940","0","0","0.00","-","-","-","-","-","-","-","-","-","-"
"2024/01/31","1,003.0","1,005.0","999.0","1,003.0","0.0","8,802","8,817","0","1","0.00","-","-","-","-","-","-","-","-","-","-"
