"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2024/03/22","2,835.5","2,843.5","2,827.0","2,843.5","+19.0","97,650","277,128","0","0","0.00","-","-","2,778.60","2,713.84","2,548.03","2,497.91","2,406.36","68,234","80,578","101,740"
"2024/03/21","2,819.0","2,827.5","2,814.5","2,824.5","+46.0","116,600","328,957","0","0","0.00","-","-","2,747.90","2,704.70","2,541.91","2,492.16","2,403.04","53,920","83,248","101,262"
"2024/03/19","2,745.5","2,778.5","2,742.0","2,778.5","+28.0","66,240","182,604","0","0","0.00","-","-","2,718.50","2,697.30","2,536.15","2,486.67","2,399.83","38,228","86,692","100,125"
"2024/03/18","2,717.0","2,750.5","2,717.0","2,750.5","+54.5","52,650","144,350","0","0","0.00","-","-","2,699.10","2,689.48","2,531.13","2,481.72","2,396.79","45,480","89,981","100,368"
"2024/03/15","2,680.0","2,708.0","2,678.0","2,696.0","+6.0","8,030","21,688","0","0","0.00","-","-","2,687.00","2,682.98","2,526.62","2,477.37","2,393.86","50,696","98,792","99,722"
"2024/03/14","2,675.5","2,690.0","2,667.0","2,690.0","+12.5","26,080","69,749","0","0","0.00","-","-","2,698.50","2,677.96","2,522.73","2,473.48","2,391.23","55,326","102,972","100,661"
"2024/03/13","2,708.0","2,708.0","2,658.5","2,677.5","-4.0","38,140","102,201","0","0","0.00","-","-","2,710.00","2,673.14","2,518.71","2,469.49","2,388.71","60,124","103,643","100,783"
"2024/03/12","2,671.0","2,681.5","2,644.5","2,681.5","-8.5","102,500","272,685","0","0","0.00","-","-","2,726.40","2,669.44","2,514.92","2,465.99","2,386.28","67,538","104,675","100,793"
"2024/03/11","2,723.0","2,723.0","2,666.5","2,690.0","-63.5","78,730","212,548","0","0","0.00","-","-","2,739.40","2,664.76","2,511.13","2,462.79","2,383.78","73,386","102,402","99,490"
"2024/03/08","2,750.0","2,768.5","2,730.5","2,753.5","+6.0","31,180","85,781","0","0","0.00","-","-","2,747.40","2,659.56","2,507.05","2,459.18","2,381.21","72,430","102,881","98,644"
"2024/03/07","2,775.5","2,777.5","2,743.5","2,747.5","-12.0","50,070","138,155","0","0","0.00","-","-","2,744.10","2,652.44","2,502.29","2,454.91","2,378.20","76,736","104,692","98,230"
"2024/03/06","2,737.5","2,759.5","2,732.5","2,759.5","+13.0","75,210","206,795","0","0","0.00","-","-","2,734.90","2,644.86","2,497.19","2,450.26","2,375.19","93,954","105,274","97,721"
"2024/03/05","2,725.0","2,752.5","2,724.5","2,746.5","+16.5","131,740","361,707","0","300","0.00","-","-","2,723.30","2,636.58","2,491.78","2,445.49","2,372.05","101,556","103,483","96,963"
"2024/03/04","2,749.5","2,754.0","2,730.0","2,730.0","-7.0","73,950","203,055","0","0","0.00","-","-","2,714.60","2,628.02","2,486.55","2,440.65","2,368.89","79,974","103,855","96,448"
"2024/03/01","2,704.5","2,737.5","2,704.0","2,737.0","+35.5","52,710","143,339","0","0","0.00","-","-","2,709.00","2,621.12","2,481.59","2,436.54","2,365.74","79,290","107,634","96,125"
"2024/02/29","2,696.0","2,707.5","2,682.0","2,701.5","0.0","136,160","366,926","0","0","0.00","-","-","2,698.90","2,613.74","2,475.99","2,432.79","2,362.56","123,684","109,026","95,726"
"2024/02/28","2,707.0","2,710.0","2,694.0","2,701.5","-1.5","113,220","306,311","0","0","0.00","-","-","2,688.70","2,608.32","2,471.35","2,429.45","2,359.62","106,502","108,457","95,695"
"2024/02/27","2,703.0","2,712.0","2,699.0","2,703.0","+1.0","23,830","64,473","0","0","0.00","-","-","2,680.30","2,602.96","2,467.13","2,426.33","2,356.56","98,496","104,685","95,070"
"2024/02/26","2,703.5","2,712.0","2,694.5","2,702.0","+15.5","70,530","190,567","0","0","0.00","-","-","2,672.90","2,595.80","2,462.34","2,423.32","2,353.50","96,932","111,255","95,860"
"2024/02/22","2,673.0","2,686.5","2,671.0","2,686.5","+36.0","274,680","735,674","0","0","0.00","-","-","2,663.40","2,588.44","2,457.39","2,420.27","2,350.46","126,996","111,629","96,681"
"2024/02/21","2,650.5","2,651.5","2,645.0","2,650.5","-9.0","50,250","133,217","0","0","0.00","-","-","2,649.10","2,582.06","2,451.87","2,417.50","2,347.38","78,912","106,861","97,319"
"2024/02/20","2,674.0","2,676.0","2,651.0","2,659.5","-6.5","73,190","194,950","0","0","0.00","-","-","2,642.00","2,577.24","2,446.47","2,415.02","2,344.36","101,742","107,993","97,946"
"2024/02/19","2,653.5","2,666.0","2,651.5","2,666.0","+11.5","16,010","42,509","0","0","0.00","-","-","2,638.00","2,572.86","2,441.36","2,412.50","2,341.23","127,646","106,118","98,620"
"2024/02/16","2,644.5","2,662.0","2,641.5","2,654.5","+39.5","220,850","585,691","0","0","0.00","-","-","2,621.40","2,567.04","2,435.71","2,410.15","2,338.22","154,136","119,648","99,976"
"2024/02/15","2,628.5","2,628.5","2,611.5","2,615.0","0.0","34,260","89,729","0","0","0.00","-","-","2,608.10","2,561.20","2,430.62","2,408.14","2,335.23","164,552","115,356","98,159"
"2024/02/14","2,623.5","2,623.5","2,600.0","2,615.0","-24.5","164,400","429,454","0","0","0.00","-","-","2,599.20","2,555.38","2,425.93","2,406.56","2,332.44","180,202","118,055","102,609"
"2024/02/13","2,617.0","2,639.5","2,610.0","2,639.5","+56.5","202,710","531,841","0","0","0.00","-","-","2,590.10","2,548.16","2,421.31","2,404.72","2,329.60","155,896","119,573","101,316"
"2024/02/09","2,583.5","2,600.5","2,577.5","2,583.0","-5.0","148,460","384,103","0","0","0.00","-","-","2,579.20","2,539.26","2,416.46","2,402.36","2,326.66","128,140","118,624","99,718"
"2024/02/08","2,585.5","2,598.0","2,567.0","2,588.0","+17.5","272,930","705,629","0","0","0.00","-","-","2,575.50","2,531.92","2,412.47","2,400.57","2,324.04","107,586","118,020","99,006"
"2024/02/07","2,562.0","2,583.0","2,560.0","2,570.5","+1.0","112,510","288,937","0","0","0.00","-","-","2,569.90","2,523.90","2,408.83","2,398.50","2,321.28","71,140","116,633","98,032"
"2024/02/06","2,574.0","2,574.0","2,561.0","2,569.5","-15.5","42,870","110,021","0","0","0.00","-","-","2,570.90","2,516.40","2,405.31","2,396.62","2,318.61","63,930","112,612","97,629"
"2024/02/05","2,587.0","2,587.0","2,572.5","2,585.0","+20.5","63,930","165,047","0","0","0.00","-","-","2,568.60","2,508.72","2,401.61","2,395.01","2,315.88","68,280","112,986","101,434"
"2024/02/02","2,569.5","2,575.0","2,557.0","2,564.5","+4.5","45,690","117,300","0","0","0.00","-","-","2,562.10","2,499.64","2,398.17","2,393.34","2,313.01","61,578","111,227","102,542"
"2024/02/01","2,562.0","2,567.5","2,554.5","2,560.0","-15.5","90,700","232,283","0","0","0.00","-","-","2,555.70","2,491.50","2,395.46","2,391.60","2,310.25","80,648","112,751","102,934"
"2024/01/31","2,537.0","2,575.5","2,537.0","2,575.5","+17.5","76,460","195,277","0","0","0.00","-","-","2,555.20","2,483.40","2,392.38","2,389.92","2,307.41","96,194","110,669","101,870"
"2024/01/30","2,558.5","2,560.0","2,553.0","2,558.0","+5.5","64,620","165,113","0","0","0.00","-","-","2,550.60","2,474.12","2,389.06","2,387.89","2,304.44","98,404","117,317","101,005"
"2024/01/29","2,538.0","2,557.0","2,537.5","2,552.5","+20.0","30,420","77,427","0","0","0.00","-","-","2,552.20","2,466.62","2,385.39","2,385.79","2,301.52","109,868","121,543","100,311"
"2024/01/26","2,544.5","2,544.5","2,523.5","2,532.5","-25.0","141,040","357,962","0","0","0.00","-","-","2,555.20","2,458.60","2,381.79","2,383.69","2,298.89","107,568","134,816","101,812"
"2024/01/25","2,557.5","2,557.5","2,539.5","2,557.5","+5.0","168,430","428,919","0","0","0.00","-","-","2,553.50","2,450.70","2,378.19","2,381.64","2,296.54","116,976","130,888","101,240"
"2024/01/24","2,560.5","2,564.5","2,547.5","2,552.5","-13.5","87,510","223,551","0","0","0.00","-","-","2,545.60","2,442.48","2,375.01","2,379.27","2,294.05","99,264","128,130","99,646"
"2024/01/23","2,576.0","2,591.5","2,562.5","2,566.0","-1.5","121,940","313,452","0","0","0.00","-","-","2,540.50","2,434.02","2,372.47","2,376.65","2,291.52","112,860","132,525","99,312"
"2024/01/22","2,549.5","2,567.5","2,549.5","2,567.5","+43.5","18,920","48,334","0","0","0.00","-","-","2,533.30","2,426.38","2,369.83","2,374.05","2,288.79","104,180","128,465","98,765"
"2024/01/19","2,547.5","2,550.5","2,524.0","2,524.0","+6.0","188,080","478,023","0","0","0.00","-","-","2,529.80","2,418.78","2,367.45","2,371.28","2,285.99","105,658","128,934","100,681"
"2024/01/18","2,517.0","2,528.5","2,516.0","2,518.0","-9.0","79,870","201,393","0","0","0.00","-","-","2,529.10","2,412.98","2,365.83","2,368.85","2,283.30","138,894","128,450","99,253"
"2024/01/17","2,545.5","2,568.0","2,527.0","2,527.0","-3.0","155,490","396,353","0","0","0.00","-","-","2,527.20","2,405.94","2,364.21","2,366.32","2,280.61","145,630","128,474","99,121"
"2024/01/16","2,550.0","2,550.0","2,529.0","2,530.0","-20.0","78,540","199,910","0","0","0.00","-","-","2,515.70","2,400.08","2,362.65","2,363.62","2,277.82","134,880","125,632","97,555"
"2024/01/15","2,528.0","2,553.0","2,526.5","2,550.0","+29.5","26,310","66,933","0","0","0.00","-","-","2,496.60","2,395.22","2,360.94","2,361.07","2,275.09","159,644","123,957","98,139"
"2024/01/12","2,518.5","2,533.0","2,510.5","2,520.5","+12.0","354,260","892,748","0","0","0.00","-","-","2,470.00","2,387.76","2,359.05","2,358.52","2,272.26","190,180","124,440","99,166"
"2024/01/11","2,499.5","2,514.0","2,499.5","2,508.5","+39.0","113,550","284,904","0","0","0.00","-","-","2,445.80","2,382.18","2,357.85","2,356.44","2,269.41","146,000","112,146","94,801"
"2024/01/10","2,442.5","2,476.0","2,442.0","2,469.5","+35.0","101,740","250,564","0","0","0.00","-","-","2,421.60","2,377.92","2,357.12","2,354.40","2,266.76","170,938","108,579","93,540"
"2024/01/09","2,441.0","2,450.5","2,424.0","2,434.5","+17.5","202,360","493,256","0","0","0.00","-","-","2,404.30","2,374.88","2,356.95","2,352.88","2,264.17","152,986","106,588","95,500"
"2024/01/05","2,409.5","2,423.5","2,407.0","2,417.0","+17.5","178,990","432,117","0","0","0.00","-","-","2,392.90","2,372.88","2,356.91","2,351.60","2,261.90","122,962","100,965","94,745"
"2024/01/04","2,378.0","2,399.5","2,358.5","2,399.5","+12.0","133,360","316,291","0","0","0.00","-","-","2,381.10","2,371.88","2,356.73","2,350.64","2,259.65","91,152","95,058","92,679"
"2023/12/29","2,396.0","2,396.5","2,378.0","2,387.5","+4.5","238,240","568,969","0","0","0.00","-","-","2,373.40","2,371.98","2,356.78","2,349.70","2,257.71","81,240","93,104","91,227"
"2023/12/28","2,374.0","2,383.0","2,374.0","2,383.0","+5.5","11,980","28,473","0","0","0.00","-","-","2,367.40","2,372.98","2,356.70","2,348.78","2,256.08","41,322","83,742","89,513"
"2023/12/27","2,371.5","2,377.5","2,371.5","2,377.5","+19.5","52,240","124,087","0","0","0.00","-","-","2,359.50","2,373.84","2,356.69","2,347.95","2,254.62","87,456","86,401","89,790"
