"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2019/07/12","-","-","-","-","-","0","-","-","-","-","-","-","2,702.40","2,718.64","2,833.19","2,846.94","2,829.37","20","54","28"
"2024/03/22","5,519.0","5,519.0","5,435.0","5,445.0","-105.0","2,860","15,652","0","30","0.00","-","-","5,484.60","5,217.44","5,055.04","5,027.24","4,934.68","3,246","1,468","1,323"
"2024/03/21","5,531.0","5,550.0","5,500.0","5,550.0","+47.0","3,040","16,790","0","20","0.00","-","-","5,460.60","5,198.76","5,049.31","5,020.01","4,930.12","3,138","1,380","1,320"
"2024/03/19","5,553.0","5,553.0","5,477.0","5,503.0","+24.0","2,780","15,322","0","20","0.00","-","-","5,388.60","5,176.76","5,041.97","5,012.44","4,925.29","2,696","1,310","1,298"
"2024/03/18","5,484.0","5,576.0","5,467.0","5,479.0","+33.0","5,460","30,086","0","20","0.00","-","-","5,319.40","5,154.76","5,036.01","5,005.38","4,920.19","2,206","1,275","1,267"
"2024/03/15","5,349.0","5,446.0","5,349.0","5,446.0","+121.0","2,090","11,260","0","20","0.00","-","-","5,243.80","5,135.12","5,030.56","4,998.83","4,914.85","1,280","1,094","1,203"
"2024/03/14","5,340.0","5,370.0","5,320.0","5,325.0","+135.0","2,320","12,405","0","20","0.00","-","-","5,187.60","5,118.08","5,025.11","4,992.01","4,909.89","1,010","1,039","1,192"
"2024/03/13","5,170.0","5,190.0","5,160.0","5,190.0","+33.0","830","4,295","0","20","0.00","-","-","5,150.60","5,107.80","5,021.01","4,986.61","4,905.74","652","973","1,191"
"2024/03/12","5,113.0","5,158.0","5,113.0","5,157.0","+56.0","330","1,698","0","20","0.00","-","-","5,144.80","5,103.16","5,018.49","4,982.66","4,902.38","566","976","1,183"
"2024/03/11","5,109.0","5,156.0","5,086.0","5,101.0","-64.0","830","4,240","0","20","0.00","-","-","5,147.80","5,097.84","5,016.24","4,979.32","4,899.39","620","1,006","1,196"
"2024/03/08","5,189.0","5,189.0","5,157.0","5,165.0","+25.0","740","3,830","0","20","0.00","-","-","5,160.80","5,096.92","5,015.13","4,976.51","4,896.61","700","1,041","1,224"
"2024/03/07","5,145.0","5,157.0","5,140.0","5,140.0","-21.0","530","2,727","0","20","0.00","-","-","5,157.80","5,095.36","5,012.44","4,973.01","4,892.97","604","1,046","1,225"
"2024/03/06","5,196.0","5,196.0","5,132.0","5,161.0","-11.0","400","2,070","0","20","0.00","-","-","5,157.00","5,093.44","5,009.92","4,968.95","4,889.58","546","1,055","1,246"
"2024/03/05","5,169.0","5,195.0","5,163.0","5,172.0","+6.0","600","3,105","0","20","0.00","-","-","5,156.80","5,090.16","5,006.07","4,964.84","4,886.47","510","1,097","1,271"
"2024/03/04","5,153.0","5,172.0","5,150.0","5,166.0","+16.0","1,230","6,341","0","20","0.00","-","-","5,156.40","5,087.20","5,002.67","4,961.13","4,882.80","580","1,092","1,266"
"2024/03/01","5,149.0","5,169.0","5,143.0","5,150.0","+14.0","260","1,339","0","20","0.00","-","-","5,161.60","5,084.48","4,999.12","4,957.85","4,879.89","582","1,098","1,274"
"2024/02/29","5,193.0","5,193.0","5,136.0","5,136.0","-24.0","240","1,235","0","20","0.00","-","-","5,170.20","5,079.24","4,996.40","4,955.96","4,877.47","912","1,126","1,274"
"2024/02/28","5,168.0","5,168.0","5,150.0","5,160.0","-10.0","220","1,135","0","20","0.00","-","-","5,179.80","5,073.48","4,993.99","4,954.20","4,875.10","1,214","1,165","1,285"
