"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2019/12/10","112,500.0","117,900.0","112,200.0","117,000.0","0.0","141,517","16,117,417","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024/03/22","120,600.0","121,600.0","120,000.0","121,600.0","+2,000.0","3,828","463,342","0","446","0.00","-","-","118,320.00","114,436.00","117,721.33","118,307.00","123,390.50","5,322","4,298","2,955"
"2024/03/21","120,400.0","120,600.0","118,300.0","119,600.0","+1,300.0","5,728","685,038","0","462","0.00","-","-","116,800.00","114,176.00","117,694.67","118,286.00","123,446.50","5,366","4,270","2,959"
"2024/03/19","116,000.0","119,300.0","116,000.0","118,300.0","+2,400.0","6,446","761,034","0","440","0.00","-","-","115,320.00","114,048.00","117,705.33","118,300.00","123,523.50","5,190","4,180","3,005"
"2024/03/18","117,000.0","117,200.0","115,400.0","115,900.0","-300.0","4,657","541,845","0","433","0.00","-","-","114,220.00","113,956.00","117,748.00","118,341.00","123,602.50","4,787","4,020","2,935"
"2024/03/15","114,300.0","116,800.0","114,300.0","116,200.0","+2,200.0","5,954","690,394","0","445","0.00","-","-","113,760.00","113,992.00","117,814.67","118,412.00","123,691.50","4,427","3,901","2,892"
"2024/03/14","113,000.0","114,500.0","112,100.0","114,000.0","+1,800.0","4,047","459,033","0","445","0.00","-","-","113,180.00","114,004.00","117,877.33","118,489.00","123,781.00","4,180","3,750","2,831"
"2024/03/13","113,500.0","113,500.0","111,200.0","112,200.0","-600.0","4,849","542,759","0","450","0.00","-","-","113,280.00","114,156.00","117,965.33","118,565.00","123,883.50","4,515","3,651","2,801"
"2024/03/12","113,900.0","114,200.0","112,200.0","112,800.0","-800.0","4,432","499,963","0","431","0.00","-","-","114,000.00","114,412.00","118,074.67","118,672.00","124,002.50","5,160","3,519","2,758"
"2024/03/11","114,200.0","114,600.0","113,100.0","113,600.0","+300.0","2,855","324,550","0","477","0.00","-","-","114,220.00","114,628.00","118,166.67","118,768.00","124,120.50","5,189","3,396","2,718"
"2024/03/08","114,000.0","114,500.0","113,300.0","113,300.0","-1,200.0","4,720","536,921","0","463","0.00","-","-","114,100.00","114,788.00","118,256.00","118,863.00","124,230.50","5,179","3,434","2,700"
"2024/03/07","116,800.0","116,800.0","114,000.0","114,500.0","-1,300.0","5,719","659,235","0","461","0.00","-","-","113,980.00","115,048.00","118,349.33","118,958.00","124,347.50","4,738","3,326","2,674"
"2024/03/06","115,700.0","116,900.0","115,400.0","115,800.0","+1,900.0","8,076","938,603","0","451","0.00","-","-","113,800.00","115,252.00","118,421.33","119,031.00","124,467.00","5,096","3,147","2,623"
"2024/03/05","114,700.0","115,300.0","113,900.0","113,900.0","+900.0","4,578","523,726","0","455","0.00","-","-","113,560.00","115,416.00","118,466.67","119,088.00","124,575.00","4,061","2,886","2,541"
"2024/03/04","113,500.0","114,200.0","112,900.0","113,000.0","+300.0","2,806","318,056","0","488","0.00","-","-","113,640.00","115,656.00","118,541.33","119,143.00","124,683.50","3,945","2,769","2,510"
"2024/03/01","113,600.0","113,900.0","112,600.0","112,700.0","-900.0","2,512","283,918","0","468","0.00","-","-","113,740.00","115,908.00","118,626.67","119,222.00","124,796.50","3,931","2,762","2,495"
"2024/02/29","114,700.0","114,700.0","111,900.0","113,600.0","-1,000.0","7,511","851,142","0","493","0.00","-","-","113,440.00","116,204.00","118,713.33","119,321.00","124,912.00","4,316","2,784","2,492"
"2024/02/28","115,000.0","115,000.0","114,100.0","114,600.0","+300.0","2,902","332,446","0","496","0.00","-","-","113,360.00","116,484.00","118,806.67","119,420.00","125,026.00","3,298","2,582","2,435"
"2024/02/27","114,000.0","114,600.0","113,400.0","114,300.0","+800.0","3,994","455,707","0","519","0.00","-","-","113,040.00","116,776.00","118,892.00","119,497.00","125,140.50","3,128","2,584","2,424"
"2024/02/26","111,900.0","113,700.0","111,600.0","113,500.0","+2,300.0","2,740","309,662","0","504","0.00","-","-","112,640.00","117,048.00","118,981.33","119,602.00","125,249.00","3,002","2,510","2,397"
"2024/02/22","112,600.0","112,900.0","110,800.0","111,200.0","-2,000.0","4,433","493,464","0","509","0.00","-","-","112,640.00","117,312.00","119,077.33","119,707.00","125,356.50","3,280","2,521","2,391"
