year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2013,2,12,,False,5672,,1012,248,832.0,0.0
2014,2,12,,False,8102,,1222,615,2058.0,0.0
2015,2,12,,False,10877,,1241,198,663.9,0.0
2016,2,12,,False,14162,878,710,339,1134.4,0.0
2017,2,12,,False,17941,2004,1848,935,3128.4,0.0
2018,2,12,17/04/13,False,21978,2694,2552,1352,45.2,0.0
2019,2,3,19/04/15,False,8861,796,758,798,24.5,
2019,2,12,18/04/16,False,28689,3449,3200,2071,64.0,0.0
2019,5,3,19/07/16,False,10405,2087,1053,409,12.5,
2019,8,3,19/10/15,False,13867,1417,1114,314,9.6,
2019,11,3,20/01/14,False,15402,1337,1095,522,15.5,
2020,2,3,20/04/21,False,14669,1476,1490,494,14.3,
2020,2,12,18/04/16,True,34550,4004,3729,2120,,0.0
2020,2,12,18/10/15,True,34550,4004,3729,1300,,0.0
2020,2,12,19/04/09,True,35523,4289,4053,1900,,0.0
2020,2,12,19/04/15,False,35523,4289,4053,1893,58.1,0.0
2020,2,12,20/04/21,False,54343,6317,4752,1739,50.3,0
2020,5,3,20/07/15,False,10447,-964,-1288,-1464,-39.0,
2020,8,3,20/10/15,False,10097,-1049,-831,-939,-25.0,
2020,11,3,21/01/14,False,11688,94,5,-453,-12.1,
2021,2,3,21/04/14,False,10906,-578,-207,-647,-17.2,
2021,2,12,19/04/15,True,42209,6002,5727,3275,,0.0
2021,2,12,19/06/26,True,54897,6446,5397,3169,,0.0
2021,2,12,19/08/16,True,56206,7607,5913,2863,,0.0
2021,2,12,20/03/06,True,54280,5770,4050,820,,0.0
2021,2,12,20/04/21,False,54343,6317,4752,1739,50.3,0.0
2021,2,12,21/04/14,False,43138,-2497,-2321,-3503,-93.2,0
2021,5,3,21/07/15,False,10272,-829,-979,-1878,-48.5,
2021,8,3,21/10/13,False,11683,331,233,-255,-6.4,
2021,11,3,22/01/13,False,10948,-616,-692,-805,-20.0,
2022,2,3,22/04/14,False,11782,231,-147,-273,-6.7,
2022,2,12,20/04/21,True,,,,,,0.0
2022,2,12,21/01/14,True,43005,-2598,-2569,-3328,,0.0
2022,2,12,21/04/14,False,43138,-2497,-2321,-3503,-93.2,0.0
2022,2,12,22/04/14,False,44685,-883,-1585,-3211,-79.1,0
2022,5,3,22/07/14,False,13180,1215,1056,393,9.4,
2022,8,3,22/10/13,False,12475,713,595,-495,-12.0,
2022,11,3,23/01/12,False,12996,842,655,-2124,-50.9,
2023,2,3,23/04/13,False,11853,805,756,-2710,-64.9,
2023,2,12,21/04/14,True,48000,700,100,,,0.0
2023,2,12,21/10/06,True,43800,-1900,-2500,-3900,,0.0
2023,2,12,22/04/11,True,44685,-883,-1585,-3211,,0.0
2023,2,12,22/04/14,False,44685,-883,-1585,-3211,-79.1,0.0
2023,2,12,23/04/13,False,50504,3575,3062,-4936,-118.3,0
2023,5,3,23/07/13,False,9022,1747,1758,4628,110.7,
2023,8,3,23/10/12,False,8728,1011,889,739,17.7,
2023,11,3,24/01/15,False,9653,1170,1237,777,18.6,
2024,2,3,24/04/15,False,9142,679,633,831,19.9,
2024,2,12,22/04/14,True,51000,2000,1500,400,,0.0
2024,2,12,22/12/06,True,49500,3100,2500,-1500,,0.0
2024,2,12,23/03/31,True,50500,3550,3050,-4950,,0.0
2024,2,12,23/04/13,False,50504,3575,3062,-4936,-118.3,0.0
2024,2,12,23/04/13,True,36300,5400,5000,6700,160.1,0
2024,2,12,24/04/15,False,36545,4607,4517,6975,166.8,0
2024,5,3,24/07/11,False,10562,1692,1762,1873,44.8,
2024,8,3,24/10/15,False,9718,1041,860,549,13.1,
2024,11,3,25/01/14,False,19850,1733,1511,893,21.3,
2025,2,12,23/04/13,True,36300,5400,5000,6700,160.1,0.0
2025,2,12,24/04/15,True,45000,7350,7500,5100,121.9,0
2025,2,12,24/07/11,True,62000,8200,8300,5500,131.4,0
2025,2,12,25/01/14,True,59000,5900,5700,4000,95.5,0
