year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,6,12,,False,1187,,221,139,57.2,0
2021,6,12,,False,1547,,329,224,92.1,0
2022,6,12,,False,1397,52,51,38,15.9,0
2023,6,12,,False,1711,164,169,121,49.8,0
2023,9,3,,False,478,65,68,45,18.7,
2023,12,3,,False,517,88,89,57,23.5,
2024,3,3,24/05/10,False,546,97,95,61,25.1,
2024,6,3,24/08/14,False,416,-19,-21,-7,-2.7,
2024,6,12,24/03/29,True,2071,323,323,213,66.8,
2024,6,12,24/05/10,True,2071,323,323,213,66.8,10
2024,6,12,24/08/14,False,1957,231,231,156,59.3,10
2024,9,3,24/11/14,False,327,-51,-49,-49,-15.6,
2025,6,12,24/08/14,True,2350,300,307,203,63.6,10
