year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2013,3,12,,False,54,,-1,-2,-2084.7,0.0
2014,3,12,,False,81,,-32,-33,-23582.0,0.0
2015,3,12,,False,197,,-45,-45,-21481.0,0.0
2016,3,12,,False,406,,-58,-58,-189.4,0.0
2017,3,12,,False,911,45,49,63,206.4,0.0
2018,3,12,18/06/20,False,1605,125,123,104,34.0,0.0
2019,3,3,19/05/10,False,568,9,9,1,0.3,
2019,3,12,18/06/20,True,2026,180,162,115,,0.0
2019,3,12,19/05/10,False,2372,175,160,104,29.1,0.0
2019,6,3,19/08/14,False,624,6,6,3,1.1,
2019,9,3,19/11/12,False,629,18,17,11,3.2,
2019,12,3,20/02/12,False,691,39,38,26,7.1,
2020,3,3,20/05/12,False,764,0,-2,0,0.0,
2020,3,12,19/05/10,True,3029,190,191,120,,0.0
2020,3,12,20/02/12,True,2567,44,37,26,,0.0
2020,3,12,20/05/12,False,2708,63,59,40,11.0,0.0
2020,6,3,20/08/12,False,1184,106,101,68,18.9,
2020,9,3,20/11/12,False,1071,56,56,34,9.4,
2020,12,3,21/02/10,False,923,13,11,5,1.4,
2021,3,3,21/05/12,False,783,-1,37,-132,-37.4,
2021,3,12,20/05/12,True,3200,58,54,36,,0.0
2021,3,12,20/08/12,True,3982,178,170,111,,0.0
2021,3,12,21/05/12,False,3961,174,205,-25,-7.1,0.0
2021,6,3,21/08/12,False,766,15,12,-13,-3.7,
2021,9,3,21/11/15,False,645,-25,-26,-35,-9.6,
2021,12,3,22/02/10,False,616,-13,-13,-526,-143.1,
2022,3,3,22/05/16,False,654,48,50,-103,-28.0,
2022,3,12,21/05/12,True,3092,191,186,113,,0.0
2022,3,12,22/02/10,True,2651,-45,-47,-598,,0.0
2022,3,12,22/05/16,False,2681,25,23,-677,-184.3,0.0
2022,6,3,22/08/12,False,641,36,30,17,4.9,
2022,9,3,22/11/10,False,631,27,27,20,5.6,
2022,12,3,23/02/13,False,733,45,44,30,8.2,
2023,3,3,23/05/15,False,685,22,30,59,16.2,
2023,3,12,22/05/16,True,2376,48,45,42,,0.0
2023,3,12,22/08/12,True,2408,66,60,51,,0.0
2023,3,12,23/02/13,True,2678,112,105,62,,0.0
2023,3,12,23/05/15,False,2690,130,131,126,34.6,0.0
2023,6,3,23/08/09,False,569,-29,-27,-44,-12.2,
2023,9,3,23/11/14,False,503,6,6,4,1.1,
2023,12,3,24/02/14,False,488,-6,-12,-14,-3.8,
2024,3,3,24/05/13,False,494,27,31,8,2.2,
2024,3,12,23/05/15,True,2643,34,30,13,,0.0
2024,3,12,23/08/09,True,2237,-53,-52,-77,-20.3,0.0
2024,3,12,24/05/13,False,2054,-2,-2,-46,-12.5,0
2024,6,3,24/08/14,False,384,-44,-47,-48,-12.7,
2024,9,3,24/11/13,False,389,-44,-45,-47,-12.4,
2025,3,12,24/05/13,True,1896,-38,-39,-46,-12.1,0
2025,3,12,24/11/13,True,1577,-153,-157,-164,-43.1,0
