year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,5,12,,False,561,,122,98,79.7,5
2021,5,12,,False,742,,368,319,241.5,5
2022,5,12,,False,930,234,234,145,95.0,5
2023,5,12,,False,1111,236,250,171,111.9,5
2023,8,3,,False,306,73,73,50,33.1,
2023,11,3,,False,288,71,68,45,29.6,
2024,2,3,,False,305,83,85,53,34.7,
2024,5,3,24/07/12,False,290,54,48,29,19.0,
2024,5,12,24/06/11,True,1177,275,270,177,83.7,5
2024,5,12,24/07/12,False,1189,281,274,177,115.6,5
2024,8,3,24/10/11,False,441,87,86,60,28.3,
2024,11,3,25/01/10,False,333,71,71,49,22.4,
2025,5,12,24/07/12,True,1390,301,300,197,88.9,5
