year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,12,12,,False,387,,-241,-268,-112.8,0
2021,12,12,,False,577,-96,-91,-89,-33.4,0
2022,12,12,,False,768,-150,-150,-136,-50.6,0
2023,3,3,,False,239,15,16,15,5.9,
2023,6,3,,False,255,32,32,31,11.7,
2023,9,3,,False,284,55,52,52,19.4,
2023,12,3,24/03/27,False,262,-1,-2,10,3.8,
2023,12,12,24/03/27,False,1040,101,98,108,40.5,0
2024,3,3,24/05/15,False,291,22,1,-3,-1.4,
2024,6,3,24/08/14,False,302,15,7,3,1.5,
2024,9,3,24/11/14,False,303,17,17,13,4.5,
2024,12,12,24/03/27,True,1353,171,151,133,42.1,0
2024,12,12,24/11/14,True,1219,73,44,22,7.0,0
