year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,3,12,,False,723,,-93,-525,-133.9,0
2021,3,12,,False,1502,,-142,-142,-36.0,0
2022,3,12,,False,2330,89,82,60,15.3,0
2023,3,12,,False,2967,164,160,187,41.3,0
2023,6,3,,False,800,9,9,-2,-0.5,
2023,9,3,,False,833,35,36,33,7.2,
2023,12,3,,False,912,89,86,67,14.5,
2024,3,3,24/05/15,False,937,75,63,47,10.1,
2024,3,12,24/03/26,True,3501,200,177,116,21.2,0
2024,3,12,24/05/15,False,3482,208,194,145,31.3,0
2024,6,3,24/08/13,False,967,71,71,56,10.2,
2024,9,3,24/11/14,False,942,9,16,12,2.2,
2025,3,12,24/05/15,True,4111,258,256,192,34.2,0
