year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,6,12,,False,,,-9,-10,-0.1,0
2021,6,12,,False,,,-54,-55,-0.6,0
2022,6,12,,False,17456,11189,11210,4480,44.8,28
2023,6,12,,False,15673,4967,4953,3034,30.4,9
2023,9,3,,False,6943,3746,3741,2685,26.9,
2023,12,3,,False,4674,2108,2136,1534,15.3,
2024,3,3,,False,4754,2372,2372,1687,16.9,
2024,6,3,24/08/13,False,2063,-196,-409,-132,-1.3,
2024,6,12,24/06/20,True,17553,7891,7741,5550,55.5,27.75
2024,6,12,24/08/13,False,18434,8030,7840,5774,57.7,27.75
2024,9,3,24/11/13,False,6419,3745,3753,2696,26.8,
2025,6,12,24/08/13,True,19273,8308,8316,6019,60.2,28
