year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,12,12,00/02/21,False,33727,1263,992,576,68.4,3.0
2000,12,12,01/02/23,False,39853,3200,3173,1267,147.0,10.0
2001,12,12,02/02/22,False,37584,13,-51,-438,-50.2,3.0
2002,12,12,03/02/21,False,41654,-143,-375,-1285,-147.1,0.0
2003,12,12,04/02/20,False,36616,880,681,234,26.9,10.0
2004,12,12,05/02/18,False,33617,156,141,-486,-55.6,0.0
2005,12,12,06/02/21,False,30785,-1158,-1095,-2222,-254.0,0.0
2006,12,12,07/02/28,False,36830,-43,-289,-4123,-448.4,0.0
2007,12,12,08/02/26,False,30044,917,481,-3192,-330.3,0.0
2008,12,12,09/02/26,False,21641,250,44,-287,-29.0,0.0
2009,12,12,10/02/12,False,13850,-192,-358,-881,-88.8,0.0
2010,12,12,11/02/14,False,11962,1463,1140,597,38.5,0.0
2011,12,12,12/02/14,False,8546,798,607,19,1.2,0.0
2012,12,12,13/02/14,False,8888,545,409,367,22.8,0.0
2013,12,12,14/02/13,False,7769,261,211,254,15.8,0.0
2014,12,12,15/02/13,False,6818,-158,-280,-360,-22.4,0.0
2015,12,12,16/02/18,False,5864,-571,-627,-632,-39.2,0.0
2016,12,12,17/02/14,False,2659,-606,-648,-2001,-124.0,0.0
2017,12,12,18/02/14,False,1999,-137,-228,-198,-12.3,0.0
2018,12,12,19/02/14,False,1699,-207,-293,-293,-18.2,0.0
2019,3,3,19/05/15,False,369,0,-18,30,1.9,
2019,6,3,19/07/31,False,304,-90,-106,-127,-7.9,
2019,9,3,19/10/31,False,255,-129,-145,-147,-9.1,
2019,12,3,20/03/30,False,299,-139,-166,-837,-51.9,
2019,12,12,19/02/14,True,,,,,,0.0
2019,12,12,20/03/30,False,1227,-358,-435,-1081,-67.0,0.0
2020,3,3,20/05/29,False,338,-64,-131,-138,-8.6,
2020,6,3,20/08/07,False,241,-94,-102,1002,45.2,
2020,9,3,20/11/13,False,161,-128,-123,-124,-5.0,
2020,12,3,21/02/15,False,263,-28,-11,-6,-0.2,
2020,12,12,20/03/30,True,,,,,,0.0
2020,12,12,21/02/12,True,1003,-314,-367,734,,0.0
2020,12,12,21/02/15,False,1003,-314,-367,734,28.0,0.0
2021,3,3,21/05/14,False,237,-11,-3,-4,-0.1,
2021,6,3,21/08/11,False,208,-3,6,-9,-0.3,
2021,9,3,21/11/12,False,258,-25,-3,-175,-5.6,
2021,12,3,22/02/21,False,330,-3,8,197,6.1,
2021,12,12,21/02/15,True,,,,,,0.0
2021,12,12,22/02/21,False,1033,-42,8,9,0.3,0.0
2022,3,3,22/05/13,False,351,29,29,25,0.8,
2022,6,3,22/08/10,False,296,-4,-1,-49,-1.5,
2022,9,3,22/11/11,False,268,-48,-38,30,1.0,
2022,12,3,23/02/14,False,143,-94,-22,-6,-0.2,
2022,12,12,22/02/21,True,1600,80,70,70,,0.0
2022,12,12,23/02/14,False,1058,-117,-32,0,0.0,0.0
2023,3,3,23/05/12,False,151,-94,-97,-97,-2.9,
2023,6,3,23/08/10,False,135,-120,-104,-105,-3.1,
2023,9,3,23/11/10,False,159,-100,-101,-101,-3.0,
2023,12,3,24/02/14,False,259,-93,-97,-252,-7.5,
2023,12,12,23/02/14,True,1500,200,200,200,,0.0
2023,12,12,23/08/10,True,650,-400,-400,-400,,0.0
2023,12,12,24/02/14,False,704,-407,-399,-555,-16.6,0.0
2024,3,3,24/05/10,False,294,6,2,12,0.4,
2024,6,3,24/08/13,False,292,27,16,17,0.5,
2024,9,3,24/11/13,False,275,7,-14,-15,-0.5,
2024,12,12,24/02/14,True,1100,70,50,60,1.8,0.0
2024,12,12,24/11/13,True,1160,35,-25,1,0.0,0
2024,12,12,24/12/17,True,1600,90,28,30,0.8,0
