year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,3,12,,False,28413,,1748,1576,86.7,60
2021,3,12,,False,29154,,2510,1752,96.3,46
2022,3,12,,False,30990,1849,1714,1519,83.5,46
2023,6,15,,False,48867,1636,1972,1344,73.9,22
2023,9,3,,False,11207,1274,1245,885,48.7,
2023,12,3,,False,9061,493,485,330,18.2,
2024,3,3,24/05/15,False,10208,929,946,680,37.4,
2024,6,3,24/08/14,False,8233,97,93,91,5.0,
2024,6,12,24/04/24,True,37827,2638,2569,1808,98.6,30
2024,6,12,24/08/14,False,38709,2793,2769,1986,108.9,43
2024,9,3,24/11/14,False,12585,1451,1446,1044,56.0,
2025,6,12,24/08/14,True,44016,3130,3084,2198,117.8,36
