year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2019,3,12,,False,16,,-31,-31,-29.1,0.0
2020,3,12,,False,140,,-58,-58,-46.3,0.0
2021,3,12,,False,568,,2,32,22.9,0.0
2022,3,12,,False,1631,226,224,149,101.1,0.0
2023,3,12,,False,2470,-47,-54,-68,-46.2,0.0
2023,6,3,,False,757,14,12,0,-0.4,
2023,9,3,,False,994,99,94,53,35.9,
2023,12,3,24/02/13,False,1360,189,184,112,75.7,
2024,3,3,24/05/14,False,1209,81,88,60,13.3,
2024,3,12,23/12/27,True,3565,337,312,215,,0.0
2024,3,12,24/02/13,True,4102,374,360,215,137.3,0.0
2024,3,12,24/05/14,False,4320,383,378,225,49.9,0
2024,6,3,24/08/13,False,1114,39,35,10,2.3,
2024,9,3,24/11/13,False,1246,-4,-11,-26,-5.8,
2025,3,12,24/05/14,True,5615,500,492,274,58.3,0
2025,3,12,24/11/13,True,7000,500,492,274,58.3,0
