year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,4,12,,False,78,,6,4,2.4,0
2021,4,12,,False,285,,5,3,1.8,0
2022,4,12,,False,290,-47,-47,-60,-29.1,0
2023,4,12,,False,501,111,110,93,45.1,0
2023,7,3,,False,99,-9,-9,-9,-4.7,
2023,10,3,,False,85,-23,-24,-24,-11.9,
2024,1,3,,False,204,78,78,87,42.4,
2024,4,3,24/06/14,False,240,100,97,64,31.1,
2024,4,12,24/05/28,True,623,143,139,115,51.2,0
2024,4,12,24/06/14,False,628,146,142,118,57.3,0
2024,7,3,24/09/13,False,52,-82,-91,-63,-29.1,
2024,10,3,24/12/13,False,72,-75,-77,-54,-24.4,
2025,4,12,24/06/14,True,774,200,185,122,54.3,0
