year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,6,12,,False,1143,,61,25,12.3,5
2022,6,12,,False,1227,108,108,71,34.3,5
2023,6,12,,False,1238,114,114,69,33.4,5
2023,9,3,,False,299,14,14,10,4.9,
2023,12,3,,False,331,28,28,19,9.3,
2024,3,3,,False,356,54,55,37,17.9,
2024,6,3,,False,377,68,70,52,25.1,
2024,6,12,24/09/26,False,1363,164,167,118,57.0,5.7
2024,9,3,24/11/13,False,363,45,24,5,2.8,
2025,6,12,24/09/26,True,1431,205,188,136,53.9,5.66
