year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,5,12,,False,,,-9,61,19.2,0
2022,5,12,,False,24850,1185,1189,774,202.5,0
2023,5,12,,False,28025,-118,-139,-80,-21.0,0
2023,8,3,,False,4662,-287,-296,-208,-54.0,
2023,11,3,,False,8379,380,371,227,59.7,
2024,2,3,,False,7216,287,282,162,42.2,
2024,5,3,24/07/12,False,11457,1011,1001,709,183.8,
2024,5,12,24/06/28,True,32725,1468,1426,910,232.9,0
2024,5,12,24/07/12,False,31714,1391,1358,890,230.7,0
2024,8,3,24/10/15,False,2890,-776,-798,-546,-140.4,
2024,11,3,25/01/14,False,9964,193,172,113,29.0,
2025,5,12,24/07/12,True,37164,2108,2060,1337,342.1,137
2025,5,12,25/01/14,True,37074,886,820,442,113.0,45.33
