year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2016,3,12,,False,56843,,1968,122,6.4,5.0
2017,3,12,,False,45896,,1946,-9953,-518.2,0.0
2018,3,12,,False,46318,,1949,2021,105.2,7.0
2019,3,12,,False,103237,2594,2054,474,24.7,5.0
2020,3,12,,False,102252,2754,2307,983,51.2,5.0
2020,12,3,,False,32166,3337,3147,2695,140.4,
2021,3,3,21/05/13,False,23399,405,439,521,27.1,
2021,3,12,21/04/13,True,100587,3471,2959,2039,,12.0
2021,3,12,21/05/13,False,99851,3634,3293,2579,134.3,12.0
2021,6,3,21/08/13,False,20833,140,65,52,2.4,
2021,9,3,21/11/15,False,21714,43,-65,-83,-3.8,
2021,12,3,22/02/14,False,31719,3059,2892,1999,88.5,
2022,3,3,22/05/13,False,24937,567,504,-70,-3.1,
2022,3,12,21/05/13,True,101572,3597,2976,2014,,15.0
2022,3,12,22/05/13,False,99203,3809,3396,1898,83.8,15.0
2022,6,3,22/08/12,False,22848,-70,-12,-342,-15.0,
2022,9,3,22/11/14,False,23940,-716,-737,-990,-43.4,
2022,12,3,23/02/14,False,34982,2370,2409,1846,81.0,
2023,3,3,23/05/12,False,23921,438,100,-72,-3.2,
2023,3,12,22/05/13,True,104052,3831,3319,2192,,16.0
2023,3,12,23/02/14,True,105228,2219,1865,689,,16.0
2023,3,12,23/05/12,False,105691,2022,1760,442,19.4,16.0
2023,6,3,23/08/14,False,23699,101,-23,-253,-11.1,
2023,9,3,23/11/14,False,23994,-56,-23,-386,-16.9,
2023,12,3,24/02/14,False,34370,3824,3808,3182,139.4,
2024,3,3,24/05/14,False,24621,772,642,293,12.8,
2024,3,12,23/05/12,True,106963,3707,3159,1903,,17.0
2024,3,12,24/02/14,True,106963,4502,4020,2597,113.8,17.0
2024,3,12,24/05/14,False,106684,4641,4404,2836,124.2,17
2024,6,3,24/08/13,False,23111,451,459,231,85.1,
2024,9,3,24/11/14,False,24648,95,-19,-286,-12.7,
2025,3,12,24/05/14,True,110951,4727,4221,2855,125.1,20
