year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,12,12,,False,8838,,873,540,216.4,40
2021,12,12,,False,10002,1191,1029,682,272.8,36.8
2022,12,12,,False,11013,2190,1854,1174,469.8,69.6
2023,3,3,,False,2819,608,531,348,138.4,
2023,6,3,,False,213,-207,-288,-181,-72.7,
2023,9,3,,False,5698,1195,1105,685,274.0,
2023,12,3,24/03/27,False,5739,1122,1034,664,265.7,
2023,12,12,24/03/27,False,14469,2718,2382,1516,606.5,91
2024,3,3,24/05/13,False,1877,-89,-211,-178,-69.8,
2024,6,3,24/08/09,False,5106,1160,1056,740,247.3,
2024,9,3,24/11/12,False,9854,1959,1843,1132,358.9,
2024,12,12,24/03/27,True,20081,3026,2638,1803,540.9,
2024,12,12,24/11/12,True,20633,3882,3397,2120,610.9,110
