year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,3,12,21/05/13,False,860,-14,94,20,2.3,0
2022,3,12,22/05/12,False,546,64,165,143,16.2,0
2022,9,3,22/11/14,False,139,19,57,54,6.1,
2022,12,3,23/02/13,False,127,7,66,67,7.5,
2023,3,3,23/05/08,False,151,28,49,672,75.5,
2023,3,12,23/05/08,False,565,51,218,1040,116.9,0
2023,6,3,23/08/10,False,119,-24,24,1140,128.1,
2023,9,3,23/11/09,False,124,-21,-17,-18,-2.0,
2023,12,3,24/02/08,False,128,13,12,11,1.2,
2024,3,3,24/05/14,False,138,-17,-17,-51,-5.8,
2024,3,12,24/05/14,False,509,-49,2,1082,122.9,0
2024,6,3,24/08/09,False,113,-33,-32,-32,-3.9,
2025,3,12,24/10/29,True,870,410,410,287,32.2,
