year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,9,12,,False,580,,-468,-471,-95.3,0
2021,9,12,,False,886,,-596,-589,-101.8,0
2022,9,12,,False,1214,-744,-748,-841,-137.4,0
2023,9,12,,False,2075,-746,-742,-746,-111.8,0
2023,12,3,,False,714,-200,-196,-197,-29.4,
2024,3,3,,False,790,-239,-239,-239,-35.5,
2024,6,3,24/09/25,False,919,-72,-79,-80,-11.8,
2024,9,3,24/11/13,False,1053,41,17,17,2.5,
2024,9,12,24/09/25,True,3525,-450,-469,-487,-67.0,0
2024,9,12,24/11/13,False,3476,-470,-497,-499,-73.1,0
2025,9,12,24/11/13,True,5235,-195,-232,-236,-32.5,0
