year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,12,12,,False,916,,-4424,-3410,-19.8,0
2022,12,12,,False,62701,6331,3088,911,4.1,0
2023,3,3,,False,17978,3429,3317,2163,9.6,
2023,6,3,,False,17952,3289,3165,2461,10.9,
2023,9,3,,False,20193,4285,4208,2901,12.9,
2023,12,3,,False,23764,4253,4136,3379,15.0,
2023,12,12,,False,79887,15256,14826,10904,48.4,0
2024,3,3,,False,19537,3160,3036,2185,9.7,
2024,6,3,,False,23242,5512,5409,4323,19.2,
2024,9,3,24/11/14,False,19801,3177,3099,2482,11.0,
2024,12,12,24/10/25,True,88500,17394,17012,11909,52.9,
2024,12,12,24/11/14,True,88500,17394,17012,11909,52.9,2.6
