year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,3,12,99/05/20,False,130153,-676,-2232,-2912,-8.5,3.33
2000,3,12,00/05/19,False,116123,2248,2237,39,0.1,3.33
2001,3,12,01/05/24,False,131078,3474,3145,-1372,-4.0,3.33
2002,3,12,02/05/23,False,134628,2203,1791,285,0.8,3.33
2003,3,12,03/05/22,False,144108,4660,3389,1164,3.4,3.33
2004,3,12,04/05/20,False,138660,5358,4321,1634,4.8,3.33
2005,3,12,05/05/19,False,166231,10790,10399,5231,15.4,4.33
2006,3,12,06/05/19,False,198810,16517,16165,10252,30.7,6.0
2007,3,12,07/05/17,False,232703,18836,18487,11382,33.5,8.33
2008,3,12,08/05/16,False,231619,20677,20628,11893,35.0,8.67
2009,3,12,09/05/15,False,242182,15015,14882,7851,23.4,8.67
2010,3,12,10/05/14,False,154208,80,-135,1018,3.1,6.67
2011,3,12,11/05/13,False,159263,1726,1345,269,0.8,5.0
2012,3,12,12/05/14,False,198052,4217,4022,1223,3.7,5.0
2013,3,12,13/05/14,False,202337,8010,7999,4439,13.4,5.0
2014,3,12,14/05/14,False,241811,12556,13191,7740,23.3,6.0
2015,3,12,15/05/14,False,267284,14883,15783,9810,29.5,7.33
2016,3,12,16/05/12,False,336184,20878,21995,13652,39.6,10.0
2017,3,12,17/05/11,False,320825,23099,23760,16746,45.9,14.0
2018,3,12,18/05/11,False,404925,39924,41105,29008,78.5,23.33
2019,3,3,19/05/10,False,128831,16573,16809,6871,18.2,
2019,3,12,18/05/11,True,460000,46000,46700,31500,,25.0
2019,3,12,18/08/08,True,470000,48000,48700,32500,,25.0
2019,3,12,18/11/09,True,470000,52000,52900,35000,,26.67
2019,3,12,19/02/08,True,460000,53000,54200,37000,,28.33
2019,3,12,19/05/10,False,459486,54681,55842,39567,104.9,30.0
2019,6,3,19/08/08,False,96160,6423,6551,5229,13.9,
2019,9,3,19/11/08,False,112574,10863,11068,7939,21.0,
2019,12,3,20/02/07,False,110068,11635,11899,8634,22.9,
2020,3,3,20/05/12,False,124892,11576,11458,6261,16.6,
2020,3,12,19/05/10,True,480000,52800,53500,38200,,30.0
2020,3,12,19/08/08,True,460000,46000,46500,33500,,30.0
2020,3,12,19/11/08,True,450000,39000,39700,28500,,25.0
2020,3,12,20/02/07,True,440000,39000,39700,28500,,25.0
2020,3,12,20/05/12,False,443694,40497,40976,28063,74.3,25.0
2020,6,3,20/08/06,False,113968,9025,9877,7394,19.6,
2020,9,3,20/11/06,False,116038,10644,10467,7338,19.4,
2020,12,3,21/02/05,False,116764,10398,10593,7352,19.5,
2021,3,3,21/05/11,False,127132,14499,14909,10306,27.3,
2021,3,12,20/05/12,True,460000,41000,41800,29000,,25.0
2021,3,12,21/02/05,True,470000,42500,43200,31000,,25.0
2021,3,12,21/05/11,False,473902,44566,45846,32390,85.7,26.67
2021,6,3,21/08/05,False,120220,10517,10856,7726,20.4,
2021,9,3,21/11/05,False,123202,9810,9684,6193,16.4,
2021,12,3,22/02/04,False,126058,12666,13400,9936,26.3,
2022,3,3,22/05/13,False,142788,17259,17313,12022,31.8,
2022,3,12,21/05/11,True,500000,47000,47900,34000,,28.33
2022,3,12,21/11/05,True,500000,45000,46000,32500,,28.33
2022,3,12,22/02/04,True,505000,48500,50000,35500,,30.0
2022,3,12,22/05/13,False,512268,50252,51253,35877,94.9,30.0
2022,6,3,22/08/08,False,130211,10275,10541,5835,15.4,
2022,9,3,22/11/08,False,147571,14191,14342,11178,29.6,
2022,12,3,23/02/09,False,157907,15704,15856,11750,31.1,
2023,3,3,23/05/12,False,166233,18684,19020,12485,33.0,
2023,3,12,22/05/13,True,565000,56500,57500,39600,,35.0
2023,3,12,22/11/08,True,580000,57000,57700,40000,,35.0
2023,3,12,23/02/09,True,590000,57000,57700,40000,,35.0
2023,3,12,23/05/12,False,601922,58854,59759,41248,109.1,36.67
2023,6,3,23/08/08,False,134552,8218,9410,7179,19.0,
2023,9,3,23/11/08,False,146715,10842,11428,7027,18.6,
2023,12,3,24/02/08,False,156122,18031,18460,13238,35.3,
2024,3,3,24/05/10,False,174088,24988,24909,18017,48.2,
2024,3,12,23/05/12,True,605000,54500,55500,40500,,37.0
2024,3,12,24/02/08,True,605000,57000,59500,41500,112.0,37.0
2024,3,12,24/05/10,False,611477,62079,64207,45461,121.6,40
2024,6,3,24/08/08,False,145091,16404,17604,12874,34.7,
2024,9,3,24/11/08,False,157530,21740,20582,16838,45.4,
2024,12,9,24/05/10,True,550000,52000,53500,39000,105.2,37
2024,12,9,24/08/08,True,550000,56000,59000,42000,113.3,40
2024,12,9,24/11/08,True,550000,64000,66000,48500,130.8,47
