year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2013,10,12,,False,158,,24,16,4180.5,0.0
2014,10,12,,False,252,,50,32,8077.1,0.0
2015,10,12,,False,401,,54,45,11442.0,0.0
2016,10,12,,False,515,43,45,33,8263.3,0.0
2017,10,12,,False,1013,274,279,198,49685.0,0.0
2018,10,12,18/12/17,False,1651,614,591,380,57.2,0.0
2019,4,3,19/06/14,False,685,323,323,225,22.0,
2019,7,3,19/09/12,False,622,233,232,161,15.7,
2019,10,3,19/12/16,False,685,220,219,108,10.5,
2019,10,12,18/12/17,True,2305,742,742,463,,0.0
2019,10,12,19/09/12,True,2623,1018,1000,623,,0.0
2019,10,12,19/12/16,False,2641,1065,1046,682,66.3,0.0
2020,1,3,20/03/12,False,886,392,392,272,26.0,
2020,4,3,20/06/12,False,880,382,353,244,22.8,
2020,7,3,20/09/11,False,692,210,210,146,13.5,
2020,10,3,20/12/15,False,812,232,234,207,19.0,
2020,10,12,19/12/16,True,3468,1235,1233,766,,0.0
2020,10,12,20/12/15,False,3270,1216,1189,869,79.7,0.0
2021,1,3,21/03/16,False,882,213,214,143,12.9,
2021,4,3,21/06/11,False,1159,367,275,228,20.4,
2021,7,3,21/09/14,False,680,-67,-121,-40,-3.6,
2021,10,3,21/12/15,False,928,213,155,202,18.2,
2021,10,12,20/12/15,True,4349,1264,1261,895,,0.0
2021,10,12,21/06/11,True,4349,888,885,634,,0.0
2021,10,12,21/09/14,True,3744,627,611,420,,0.0
2021,10,12,21/12/15,False,3649,726,523,533,48.1,0.0
2022,1,3,22/03/17,False,752,30,-22,24,2.3,
2022,4,3,22/06/14,False,740,89,122,122,11.2,
2022,7,3,22/09/14,False,484,-161,-213,-909,-83.3,
2022,10,3,22/12/15,False,742,-106,-96,-108,-9.9,
2022,10,12,21/12/15,True,4000,,,,,0.0
2022,10,12,22/03/17,True,3240,,,,,0.0
2022,10,12,22/06/14,True,2515,-248,-460,-226,,0.0
2022,10,12,22/09/14,True,2515,-487,-698,-1287,,0.0
2022,10,12,22/12/15,False,2718,-148,-209,-871,-79.8,0.0
2023,1,3,23/03/17,False,584,-142,-215,-156,-14.4,
2023,4,3,23/06/14,False,777,44,4961,1058,96.9,
2023,7,3,23/09/14,False,554,-139,-247,39,3.6,
2023,10,3,23/12/15,False,800,-135,-121,-123,-11.3,
2023,10,12,22/12/15,True,2361,,,,,0.0
2023,10,12,23/06/14,True,2361,-619,,,,0.0
2023,10,12,23/12/15,False,2715,-372,4378,818,75.0,0.0
2024,1,3,24/03/15,False,772,2,-72,-36,-3.4,
2024,4,3,24/06/14,False,1022,268,1734,517,47.4,
2024,7,3,24/09/13,False,649,-112,-70,-69,-6.3,
2024,10,3,24/12/16,False,762,-248,-317,-93,-8.5,
2024,10,12,23/12/15,True,2546,-917,,,,0.0
2024,10,12,24/09/13,True,3100,-120,,,,0
2024,10,12,24/12/16,False,3205,-90,1275,319,29.3,0
2025,10,12,24/12/16,True,3857,-757,,,,0
