year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,9,12,,False,206,,-139,-142,-7.4,0
2021,9,12,,False,58,,-153,-155,-7.8,0
2022,9,12,,False,554,66,78,72,2.7,0
2023,9,12,,False,112,-496,-497,-526,-19.1,0
2023,12,3,,False,42,-148,-149,-153,-5.6,
2024,3,3,,False,73,-186,-173,-183,-6.3,
2024,6,3,24/08/14,False,100,-209,-174,-233,-7.8,
2024,9,3,24/11/14,False,90,-239,-335,-480,-15.3,
2024,9,12,24/07/02,True,300,-888,-914,-1160,-32.3,0
2024,9,12,24/11/14,False,305,-782,-831,-1049,-33.5,0
2025,9,12,24/11/14,True,,,,,,0
