year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,6,12,20/08/11,False,13432,1855,1797,1204,233.5,120
2021,6,12,21/08/11,False,13631,1718,1764,1330,257.7,120
2022,6,3,22/08/09,False,4774,1648,1621,1138,216.5,
2022,6,12,22/08/09,False,14748,1976,1947,1359,258.5,120
2022,9,3,22/11/07,False,2781,-417,-489,-343,-65.4,
2022,12,3,23/02/13,False,3836,219,232,157,30.0,
2023,3,3,23/05/15,False,4723,882,864,601,114.7,
2023,6,3,23/08/07,False,5240,1505,1494,1198,228.2,
2023,6,12,23/08/07,False,16580,2189,2101,1613,307.3,140
2023,9,3,23/11/13,False,3056,-466,-303,-230,-43.5,
2023,12,3,24/02/13,False,4034,118,150,98,18.5,
2024,3,3,24/05/13,False,5323,1250,1228,849,158.8,
2024,6,3,24/08/13,False,5529,1470,1459,1232,230.3,
2024,6,12,23/09/07,True,18000,2350,2470,1700,318.0,140
2024,6,12,24/08/13,False,17942,2372,2534,1949,364.3,160
2024,9,3,24/11/11,False,3583,-358,-374,-287,-54.0,
2025,6,12,24/08/13,True,19500,2550,2545,1950,354.5,160
2025,6,12,25/01/27,True,19500,2550,2545,1950,367.2,160
