year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,3,12,,False,7659,,97,69,28.8,0
2021,6,12,,False,2758,,-212,-257,-107.5,0
2021,6,15,,False,2758,,-212,-257,-107.5,0
2022,6,12,,False,4009,-84,23,11,4.8,0
2023,6,12,,False,8265,120,137,168,70.2,0
2023,9,3,,False,3289,344,349,226,94.5,
2023,12,3,,False,2934,121,122,72,30.1,
2024,3,3,24/05/10,False,3122,83,80,13,5.4,
2024,6,3,24/08/09,False,3018,-6,-5,9,3.6,
2024,6,12,24/03/27,True,11473,479,486,322,116.5,0
2024,6,12,24/08/09,False,12363,542,546,320,128.6,0
2024,9,3,24/11/08,False,3800,384,388,244,88.3,
2025,6,12,24/08/09,True,14600,803,812,519,187.7,0
