year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,3,12,99/06/01,False,4185,-368,-500,-972,-860.2,0.0
2000,3,12,00/06/09,False,2189,-512,-718,-1237,-681.1,0.0
2001,3,12,01/05/23,False,2020,-630,-737,-1896,-791.6,0.0
2002,3,12,02/05/24,False,3166,-24,-7,-555,-186.3,0.0
2003,3,12,03/05/23,False,2870,-174,-189,-665,-169.4,0.0
2004,3,12,04/05/20,False,2125,189,187,164,33.4,0.0
2005,3,12,05/05/27,False,1196,-372,-370,-919,-173.2,0.0
2006,3,12,06/05/26,False,808,-465,-516,-690,-115.5,0.0
2007,3,12,07/05/11,False,397,-308,-307,-375,-61.3,0.0
2008,3,12,08/05/09,False,326,-274,-275,-266,-43.6,0.0
2009,3,12,09/05/08,False,628,-180,-153,-141,-23.1,0.0
2010,3,12,10/05/07,False,697,-106,-96,-69,-11.3,0.0
2011,3,12,11/05/13,False,806,-46,-30,31,5.2,0.0
2012,3,12,12/05/11,False,808,-15,-2,0,0.0,0.0
2013,3,12,13/05/10,False,638,-16,-50,-59,-9.7,0.0
2014,3,12,14/05/09,False,466,8,6,-7,-1.2,0.0
2015,3,12,15/05/13,False,324,-29,-66,-61,-10.1,0.0
2016,3,12,16/05/11,False,332,-26,-18,-50,-8.1,0.0
2017,3,12,17/05/12,False,460,-59,-59,-142,-14.7,0.0
2018,3,12,18/05/11,False,1511,73,72,119,11.5,0.0
2019,3,3,19/05/10,False,320,13,12,14,1.3,
2019,3,12,18/05/11,True,1411,28,27,16,,0.0
2019,3,12,18/10/25,True,1278,43,43,29,,0.0
2019,3,12,19/04/24,True,1333,62,61,48,,0.0
2019,3,12,19/05/10,False,1333,62,61,48,4.6,0.0
2019,6,3,19/07/31,False,289,2,1,0,0.0,
2019,9,3,19/10/31,False,381,26,27,18,1.8,
2019,12,3,20/01/31,False,354,23,22,15,1.5,
2020,3,3,20/05/14,False,243,0,0,-27,-2.9,
2020,3,12,19/05/10,True,1332,20,20,14,,0.0
2020,3,12,19/10/25,True,1332,38,37,22,,0.0
2020,3,12,20/04/20,True,1267,51,50,9,,0.0
2020,3,12,20/04/30,True,1267,51,50,6,,0.0
2020,3,12,20/05/14,False,1267,51,50,6,0.6,0.0
2020,6,3,20/07/31,False,233,-2,-2,-2,-0.3,
2020,9,3,20/10/30,False,265,-2,-2,-60,-5.8,
2020,12,3,21/01/29,False,302,15,16,16,1.5,
2021,3,3,21/05/13,False,252,12,16,29,2.8,
2021,3,12,20/05/14,True,1264,21,20,16,,0.0
2021,3,12,20/10/23,True,993,-11,-10,-70,,0.0
2021,3,12,21/04/27,True,1052,23,28,-17,,0.0
2021,3,12,21/05/13,False,1052,23,28,-17,-1.7,0.0
2021,6,3,21/07/30,False,275,8,8,6,0.6,
2021,9,3,21/10/29,False,267,13,16,13,1.3,
2021,12,3,22/01/31,False,221,-4,-3,-5,-0.5,
2022,3,3,22/05/12,False,174,-6,-6,-10,-1.0,
2022,3,12,21/05/13,True,1017,37,37,32,,0.0
2022,3,12,22/04/28,True,937,11,15,4,,0.0
2022,3,12,22/05/12,False,937,11,15,4,0.4,0.0
2022,6,3,22/07/29,False,208,-14,-14,-14,-1.4,
2022,9,3,22/10/31,False,243,-15,-15,83,8.0,
2022,12,3,23/01/31,False,597,-21,-19,-28,-2.7,
2023,3,3,23/05/12,False,569,-13,20,0,-0.1,
2023,3,12,22/05/12,True,,,,,,0.0
2023,3,12,23/05/12,False,1617,-63,-28,41,3.8,0.0
2023,6,3,23/07/31,False,479,-34,-23,-27,-2.4,
2023,9,3,23/10/31,False,397,-80,-73,-72,-6.3,
2023,12,3,24/01/31,False,362,-80,-81,-140,-12.1,
2024,3,3,24/05/10,False,349,-32,-39,-34,-3.0,
2024,3,12,23/05/12,True,,,,,,0.0
2024,3,12,24/05/10,False,1587,-226,-216,-273,-23.7,0
2024,6,3,24/08/09,False,302,-50,-9,-77,-6.7,
2024,9,3,24/11/08,False,296,-39,-25,21,1.8,
2024,12,3,25/02/07,False,358,-14,-34,598,51.7,
2025,3,12,24/05/10,True,,,,,,0
