year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2016,9,12,,False,1035,,22,28,12.0,0.0
2017,9,12,,False,1177,,37,27,11.6,0.0
2018,9,12,,False,1020,,59,55,23.5,0.0
2019,9,12,,False,1132,20,19,8,3.4,0.0
2020,9,3,,False,342,34,34,31,13.4,
2020,9,12,,False,1427,173,173,116,50.2,0.0
2020,12,3,,False,415,89,86,55,25.2,
2021,3,3,21/05/14,False,577,157,155,105,47.5,
2021,6,3,21/08/13,False,405,22,10,9,4.0,
2021,9,3,21/11/12,False,432,35,35,37,16.0,
2021,9,12,21/04/22,True,1822,223,217,151,,0.0
2021,9,12,21/08/13,True,1822,300,283,188,,0.0
2021,9,12,21/11/12,False,1829,303,286,206,88.8,0.0
2021,12,3,22/02/14,False,522,73,73,46,19.1,
2022,3,3,22/05/13,False,651,107,107,55,22.3,
2022,6,3,22/08/10,False,513,28,27,12,4.8,
2022,9,3,22/11/14,False,565,72,73,-393,-157.7,
2022,9,12,21/11/12,True,2200,350,350,237,,0.0
2022,9,12,22/09/29,True,2230,270,270,-297,,0.0
2022,9,12,22/11/14,False,2251,280,280,-280,-112.4,0.0
2022,12,3,23/02/14,False,571,83,84,53,21.4,
2023,3,3,23/05/12,False,642,136,136,87,35.3,
2023,6,3,23/08/10,False,493,22,23,13,5.3,
2023,9,3,23/11/14,False,569,70,70,45,18.3,
2023,9,12,22/11/14,True,2500,300,300,200,,0.0
2023,9,12,23/11/14,False,2275,311,313,198,80.5,0.0
2023,12,3,24/02/14,False,540,40,40,24,9.9,
2024,3,3,24/05/14,False,668,98,98,62,25.4,
2024,6,3,24/08/13,False,397,-91,-91,84,34.1,
2024,9,3,24/11/13,False,493,-32,-33,-23,-9.3,
2024,9,12,23/11/14,True,2500,200,200,140,56.6,0.0
2024,9,12,24/05/14,True,2500,200,200,280,113.3,0
2024,9,12,24/08/13,True,2100,20,20,140,56.6,0
2024,9,12,24/11/13,False,2098,15,14,147,59.7,0
2025,9,12,24/11/13,True,2500,100,100,70,28.3,0
