year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,3,12,,False,9648,,325,208,3.7,8.6
2021,3,12,,False,10911,,647,415,148.3,16.2
2022,3,12,,False,11518,240,297,484,172.0,16
2023,3,12,,False,12782,201,244,229,75.8,16
2023,6,3,,False,5558,591,622,407,134.4,
2023,9,3,,False,3041,-31,-29,-28,-9.2,
2023,12,3,,False,4220,85,104,69,22.8,
2024,3,3,24/05/14,False,4331,160,168,115,38.0,
2024,3,12,24/04/04,True,17116,748,802,506,147.8,33.99
2024,3,12,24/05/14,False,17150,805,865,563,186.0,38
2024,6,3,24/08/14,False,3987,-19,-34,-31,-9.1,
2024,9,3,24/11/13,False,6600,1322,1362,935,265.1,
2025,3,12,24/05/14,True,17842,1280,1229,803,225.9,45.79
