year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2014,3,12,,False,51,,-10,-10,-1.9,0.0
2015,3,12,,False,113,,-2,-5,-7.4,0.0
2016,3,12,,False,238,,-56,-38,-5.6,0.0
2017,3,12,,False,454,-211,-213,-207,-25.9,0.0
2018,3,12,,False,952,-244,-250,-283,-33.0,0.0
2019,3,3,19/05/14,False,501,26,10,6,0.7,
2019,3,12,19/03/15,True,1645,-114,-147,-147,,0.0
2019,3,12,19/05/14,False,1690,-73,-92,-96,-10.3,0.0
2019,6,3,19/08/14,False,576,6,6,3,0.3,
2019,9,3,19/11/14,False,635,-10,-11,-10,-0.9,
2019,12,3,20/02/14,False,682,-73,-73,-146,-13.5,
2020,3,3,20/05/14,False,732,-201,-202,-204,-18.8,
2020,3,12,19/05/14,True,2540,,,,,0.0
2020,3,12,19/11/14,True,2600,-300,-301,-305,,0.0
2020,3,12,20/01/17,True,2600,-300,-301,-377,,0.0
2020,3,12,20/05/14,False,2625,-278,-280,-357,-32.9,0.0
2020,6,3,20/08/14,False,753,120,119,82,7.3,
2020,9,3,20/11/13,False,822,41,40,4,0.4,
2020,12,3,21/02/12,False,883,-58,-59,-94,-8.0,
2021,3,3,21/05/13,False,944,-114,-116,-123,-10.9,
2021,3,12,20/05/14,True,,,,,,0.0
2021,3,12,20/11/13,True,3370,-60,-66,-180,,0.0
2021,3,12,21/05/13,False,3402,-11,-16,-131,-11.6,0.0
2021,6,3,21/08/12,False,1008,30,28,18,1.6,
2021,9,3,21/11/11,False,1061,69,67,45,3.9,
2021,12,3,22/02/10,False,1161,132,131,89,7.8,
2022,3,3,22/05/12,False,1266,-57,-62,58,5.1,
2022,3,12,21/05/13,True,4540,100,93,26,,0.0
2022,3,12,22/02/10,True,4490,147,136,69,,0.0
2022,3,12,22/05/12,False,4496,174,164,210,18.3,0.0
2022,6,3,22/08/10,False,1369,109,107,79,6.8,
2022,9,3,22/11/11,False,1444,36,35,15,1.3,
2022,12,3,23/02/10,False,1526,118,116,78,6.8,
2023,3,3,23/05/12,False,1651,59,59,74,6.4,
2023,3,12,22/05/12,True,5815,210,,,,0.0
2023,3,12,23/02/10,True,5960,282,,,,0.0
2023,3,12,23/05/12,False,5990,322,317,246,21.3,0.0
2023,6,3,23/08/10,False,1753,63,63,28,2.4,
2023,9,3,23/11/13,False,1845,212,210,98,8.5,
2023,12,3,24/02/14,False,1933,227,227,156,13.5,
2024,3,3,24/05/13,False,2094,177,175,417,36.0,
2024,3,12,23/05/12,True,7450,,,,,0.0
2024,3,12,24/02/14,True,7600,,,,,0.0
2024,3,12,24/05/13,False,7625,679,675,699,60.3,0
2024,6,3,24/08/13,False,2254,178,177,143,12.4,
2024,9,3,24/11/13,False,2308,152,145,116,10.0,
2025,3,12,24/05/13,True,9490,,,,,0
