year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2012,12,12,,False,366,,4,2,2163.0,0.0
2013,12,12,,False,1354,,36,0,463.4,0.0
2014,12,12,,False,3012,644,521,284,125.9,0.0
2015,12,12,16/02/17,False,3966,912,861,551,85.4,0.0
2016,12,12,17/02/14,False,2332,-107,-145,-80,-12.2,0.0
2017,12,12,18/02/14,False,1829,-269,-275,-459,-68.7,0.0
2018,12,12,19/02/14,False,1423,-213,-216,-250,-36.1,0.0
2019,3,3,19/05/15,False,345,-5,-6,-8,-1.1,
2019,6,3,19/08/13,False,333,-13,-12,-12,-1.6,
2019,9,3,19/11/12,False,324,4,3,3,0.4,
2019,12,3,20/02/13,False,321,-41,-41,-53,-6.9,
2019,12,12,19/02/14,True,1523,-117,-121,-124,,0.0
2019,12,12,19/11/12,True,1324,-45,-46,-55,,0.0
2019,12,12,20/02/13,False,1323,-55,-56,-70,-9.1,0.0
2020,3,3,20/05/13,False,313,-41,-42,-94,-12.1,
2020,6,3,20/08/12,False,69,-39,-40,-38,-4.9,
2020,9,3,20/11/12,False,84,-26,-26,-24,-3.1,
2020,12,3,21/02/12,False,81,-30,-30,-21,-2.7,
2020,12,12,20/02/13,True,,,,,,0.0
2020,12,12,21/02/12,False,547,-136,-138,-177,-22.6,0.0
2021,3,3,21/05/14,False,79,-47,-47,-47,-6.0,
2021,6,3,21/08/13,False,78,-49,-49,-25,-3.2,
2021,9,3,21/11/12,False,79,-56,-56,-62,-7.9,
2021,12,3,22/02/14,False,106,-42,-42,-52,-6.6,
2021,12,12,21/02/12,True,,,,,,0.0
2021,12,12,22/02/14,False,342,-194,-194,-186,-23.7,0.0
2022,3,3,22/05/13,False,77,-48,-47,-46,-5.9,
2022,6,3,22/08/12,False,101,-53,-58,-54,-6.9,
2022,9,3,22/11/11,False,116,-52,-52,-52,-6.6,
2022,12,3,23/02/14,False,94,-124,-123,-136,-17.0,
2022,12,12,22/02/14,True,,,,,,0.0
2022,12,12,23/02/14,False,388,-277,-280,-288,-36.0,0.0
2023,3,3,23/05/12,False,95,-91,-93,-93,-10.5,
2023,6,3,23/08/10,False,129,-87,-89,-89,-9.3,
2023,9,3,23/11/10,False,188,-66,-67,-98,-9.9,
2023,12,3,24/02/14,False,78,-128,-129,-141,-13.9,
2023,12,12,23/02/14,True,,,,,,0.0
2023,12,12,24/02/14,False,490,-372,-378,-421,-41.4,0.0
2024,3,3,24/05/14,False,62,-59,-63,-60,-5.5,
2024,6,3,24/08/13,False,176,-51,-52,-52,-4.5,
2024,9,3,24/11/13,False,357,-57,-58,-59,-4.9,
2024,12,12,24/02/14,True,,,,,,0.0
2024,12,12,24/05/14,True,,,,,,0
