year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2005,3,12,,False,14553,1436,1446,716,1503.4,100.0
2006,3,12,,False,13982,1142,1138,562,1386.6,100.0
2007,3,12,,False,13683,938,950,284,679.8,100.0
2008,3,12,,False,14116,1083,1129,545,1285.9,350.0
2009,3,12,,False,14305,1196,1245,533,1256.2,350.0
2010,3,12,10/05/07,False,14936,1368,1392,834,196.6,65.0
2011,3,12,11/05/09,False,14639,1343,1397,674,159.1,90.0
2012,3,12,12/05/09,False,14228,1394,1426,259,61.1,80.0
2013,3,12,13/05/09,False,14147,876,930,493,120.5,80.0
2014,3,12,14/05/09,False,15017,1370,1430,840,206.7,80.0
2015,3,12,15/05/11,False,13934,539,597,302,75.5,80.0
2016,3,12,16/05/10,False,12833,235,284,104,25.8,50.0
2017,3,12,17/05/09,False,12493,325,369,176,43.1,40.0
2018,3,12,18/05/09,False,12564,572,625,384,93.9,40.0
2019,3,3,19/05/10,False,3166,57,70,28,6.8,
2019,3,12,18/05/09,True,12755,313,348,207,,40.0
2019,3,12,19/05/10,False,12541,251,301,139,33.8,40.0
2019,6,3,19/07/31,False,2879,-34,-24,-33,-7.9,
2019,9,3,19/10/31,False,3251,184,200,118,27.7,
2019,12,3,20/01/31,False,2506,-273,-259,-457,-107.0,
2020,3,3,20/05/15,False,2465,-195,-187,-698,-163.1,
2020,3,12,19/05/10,True,12953,258,304,147,,40.0
2020,3,12,20/01/31,True,11407,-304,-252,-563,,40.0
2020,3,12,20/05/15,False,11101,-318,-270,-1070,-250.0,20.0
2020,6,3,20/07/31,False,1581,-724,-713,-724,-169.1,
2020,9,3,20/10/30,False,2559,-89,131,112,26.2,
2020,12,3,21/01/29,False,2512,-11,96,72,16.8,
2021,3,3,21/05/11,False,2449,-79,-23,-81,-19.0,
2021,3,12,20/05/15,True,,,,,,0.0
2021,3,12,20/08/21,True,8716,-1608,-1379,-1427,,0.0
2021,3,12,21/02/26,True,8911,-1165,-768,-911,,0.0
2021,3,12,21/05/11,False,9101,-903,-509,-621,-145.3,0.0
2021,6,3,21/08/04,False,2347,6,48,29,6.9,
2021,9,3,21/11/04,False,2336,110,143,160,37.6,
2021,12,3,22/02/02,False,2352,123,145,126,29.5,
2022,3,3,22/05/12,False,2118,-46,-35,-271,-64.6,
2022,3,12,21/05/11,True,10733,141,171,51,,
2022,3,12,22/02/02,True,9325,302,405,342,,10.0
2022,3,12,22/05/12,False,9153,193,301,44,10.5,10.0
2022,6,3,22/08/04,False,2125,-18,-11,-27,-6.5,
2022,9,3,22/11/04,False,2172,-44,-41,-282,-66.0,
2022,12,3,23/02/03,False,2069,-38,-33,-79,-18.5,
2023,3,3,23/05/11,False,2159,-45,-42,-33,-7.7,
2023,3,12,22/05/12,True,9814,453,451,184,,20.0
2023,3,12,23/02/03,True,8279,-312,-298,-618,,10.0
2023,3,12,23/05/11,False,8525,-145,-127,-421,-98.5,10.0
2023,6,3,23/08/04,False,2104,-2,-1,-18,-4.4,
2023,9,3,23/11/06,False,2282,113,113,87,20.5,
2023,12,3,24/02/05,False,2047,-46,-44,-56,-13.6,
2024,3,3,24/05/09,False,2065,-36,-25,-39,-9.2,
2024,3,12,23/05/11,True,8902,200,202,74,17.3,15.0
2024,3,12,24/05/09,False,8498,29,43,-26,-6.2,15
2024,6,3,24/08/06,False,2015,-85,-85,-104,-24.4,
2024,9,3,24/11/06,False,2296,74,73,43,10.1,
2024,12,3,25/02/06,False,2225,49,52,36,8.7,
2025,3,12,24/05/09,True,9173,378,380,223,52.1,20
2025,3,12,25/02/06,True,8700,12,13,-72,-16.8,20
