year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,3,12,99/05/21,False,57610,,1865,1017,74.7,50.0
2000,3,12,00/05/26,False,64340,,1938,1571,95.8,50.0
2001,3,12,01/05/25,False,52318,,3339,-7864,-410.7,50.0
2002,3,12,02/05/24,False,48196,,-28455,-20898,-993.5,0.0
2003,3,12,03/05/23,False,44985,,-12345,-13033,-539.6,0.0
2004,3,12,04/05/21,False,47961,,3649,2475,102.5,30.0
2005,3,12,05/05/27,False,46272,,3687,2329,96.6,30.0
2006,3,12,06/05/23,False,45945,,7454,2710,112.3,30.0
2007,3,12,07/05/18,False,43305,,-22142,-27415,-1136.0,0.0
2008,3,12,08/05/20,False,45865,,1115,158,6.5,0.0
2009,3,12,09/05/15,False,40351,,-6692,-3809,-167.1,0.0
2010,3,12,10/05/14,False,40475,,591,2786,80.8,10.0
2011,3,12,11/05/13,False,39999,,2107,6453,187.1,10.0
2012,3,12,12/05/15,False,42136,,7377,7710,229.9,20.0
2013,3,12,13/05/10,False,42703,,10095,7763,232.6,20.0
2014,3,12,14/05/08,False,42534,,12399,12907,380.1,20.0
2015,3,12,15/05/08,False,43622,,12313,12440,336.4,20.0
2016,3,12,16/05/10,False,41132,,10690,8158,208.0,20.0
2017,3,12,17/05/09,False,43555,,10754,8553,219.4,30.0
2018,3,12,18/05/08,False,48305,,15513,11309,294.5,30.0
2019,3,3,19/05/10,False,9770,,1671,1121,29.2,
2019,3,12,18/05/08,True,36000,,6000,4000,,30.0
2019,3,12,19/05/07,True,36000,,6000,4000,,40.0
2019,3,12,19/05/10,False,37284,,5921,4797,124.8,40.0
2019,6,3,19/08/02,False,9100,,1242,923,25.0,
2019,9,3,19/11/05,False,10459,,1307,287,7.8,
2019,12,3,20/02/07,False,8713,,1056,646,17.5,
2020,3,3,20/05/08,False,10457,,2330,1040,26.3,
2020,3,12,19/05/10,True,,,6000,4000,,40.0
2020,3,12,19/11/01,True,,,5000,3000,,40.0
2020,3,12,20/05/08,False,38729,,5935,2896,73.2,40.0
2020,6,3,20/08/06,False,8551,,856,780,21.1,
2020,9,3,20/11/10,False,9976,,1938,930,25.2,
2020,12,3,21/02/02,False,8790,,581,354,9.6,
2021,3,3,21/05/14,False,9120,,718,431,10.8,
2021,3,12,20/05/08,True,,,3000,2000,,40.0
2021,3,12,21/02/02,True,,,3000,2000,,30.0
2021,3,12,21/05/06,True,,,4090,2490,,30.0
2021,3,12,21/05/14,False,36437,,4093,2495,62.4,30.0
2021,6,3,21/08/03,False,8784,,1722,1319,35.8,
2021,9,3,21/11/09,False,11348,,1817,854,23.2,
2021,12,3,22/02/03,False,8187,,1238,1009,27.4,
2022,3,3,22/05/13,False,8588,,-1065,-1437,-34.6,
2022,3,12,21/05/14,True,,,2000,1500,,20.0
2022,3,12,21/11/05,True,,,4100,2600,,20.0
2022,3,12,22/03/01,True,,,4100,2600,,25.0
2022,3,12,22/05/10,True,,,3710,1740,,25.0
2022,3,12,22/05/13,False,36907,,3712,1745,42.0,25.0
2022,6,3,22/08/02,False,7998,,1031,1539,41.7,
2022,9,3,22/11/08,False,8796,,1523,1441,39.0,
2022,12,3,23/02/03,False,7918,,492,302,8.2,
2023,3,3,23/05/12,False,8801,,941,812,20.9,
2023,3,12,22/05/13,True,,,3000,2500,,25.0
2023,3,12,22/11/02,True,33000,,3000,3000,,25.0
2023,3,12,23/05/09,True,33510,,3980,4090,,25.0
2023,3,12,23/05/12,False,33513,,3987,4094,105.6,25.0
2023,6,3,23/08/04,False,8364,,669,416,11.3,
2023,9,3,23/11/07,False,8937,,1332,1115,30.2,
2023,12,3,24/02/02,False,8388,,1564,1325,35.8,
2024,3,3,24/05/09,False,8449,,770,674,17.2,
2024,3,12,23/05/12,True,,,2500,2000,48.5,25.0
2024,3,12,24/05/07,True,,,4330,3530,89.8,25
2024,3,12,24/05/09,False,34138,,4335,3530,89.8,35
2024,6,3,24/08/05,False,8045,,705,665,18.0,
2024,9,3,24/11/12,False,8731,,1361,531,14.3,
2024,12,3,25/02/07,False,8839,,965,779,21.1,
2025,3,12,24/05/09,True,,,2000,1500,40.5,30
