year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,3,12,,False,863,,-81,-81,-50.4,0
2021,11,8,,False,752,,70,113,69.1,0
2021,11,12,,False,752,,70,113,69.1,0
2022,11,12,,False,1290,132,132,99,60.9,0
2023,11,12,,False,1618,111,109,95,58.4,0
2024,2,3,,False,495,84,84,54,33.5,
2024,5,3,,False,528,75,75,49,30.1,
2024,8,3,24/10/10,False,524,24,24,16,9.7,
2024,11,3,25/01/14,False,557,31,27,31,17.2,
2024,11,12,24/08/21,True,2132,184,184,121,54.9,0
2024,11,12,25/01/14,False,2104,214,210,150,83.2,0
2025,11,12,25/01/14,True,2584,214,214,152,66.5,0
