year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,9,12,,False,38,2,2,1,5.8,0.0
2000,9,12,00/12/15,False,46672,4515,4416,2494,665.7,0.0
2001,9,12,01/10/17,False,20891,14415,14887,8164,285.0,62.96
2002,9,12,02/10/23,False,12842,3349,3257,-1840,-62.1,10.56
2003,3,6,03/04/23,False,3532,-5354,-5343,-4406,-148.3,1.33
2004,3,12,04/04/27,False,35364,8086,9068,4256,61.2,25.67
2005,3,12,05/04/26,False,81511,24869,27291,25631,357.9,35.0
2006,3,12,06/04/27,False,137247,49595,51365,45884,495.7,60.0
2007,3,12,07/04/26,False,144581,23095,90696,46441,404.1,120.0
2008,3,12,08/04/24,False,222567,42606,35687,4228,37.7,120.0
2009,3,12,09/04/27,False,130922,4403,37,-18375,-123.3,10.0
2010,3,12,10/04/27,False,124541,3431,1112,2350,14.0,10.0
2011,3,12,11/04/27,False,141081,8932,3525,4534,23.6,12.0
2012,3,12,12/04/26,False,174879,14990,13060,-312,-1.4,10.0
2013,3,12,13/05/09,False,154285,17386,15022,3817,17.6,10.0
2014,3,12,14/05/08,False,232822,42224,38899,21439,99.0,20.0
2015,3,12,15/05/12,False,247423,68209,63067,45721,211.2,35.0
2016,3,12,16/04/28,False,261744,,52227,34115,160.8,45.0
2017,3,12,17/04/28,False,261939,,43139,32455,159.4,50.0
2018,3,12,18/04/26,False,337017,,71810,46684,220.5,85.0
2019,3,3,19/04/26,False,96825,,20131,13830,60.9,
2019,3,12,18/04/26,True,,,,,,
2019,3,12,19/04/26,False,351411,,83037,52548,231.4,100.0
2019,6,3,19/07/30,False,92127,,20217,11677,51.2,
2019,9,3,19/10/30,False,100020,,27832,16213,70.9,
2019,12,3,20/01/31,False,93050,,16666,9584,41.8,
2020,3,3,20/04/28,False,82858,,1104,13,0.1,
2020,3,12,19/04/26,True,,,,,,
2020,3,12,20/04/28,False,368055,,65819,37487,163.2,100.0
2020,6,3,20/07/30,False,111101,,27757,16284,70.5,
2020,9,3,20/10/28,False,117064,,26755,16820,71.9,
2020,12,3,21/01/29,False,134053,,39226,27706,116.9,
2021,3,3,21/04/28,False,178927,,46642,20288,85.0,
2021,3,12,20/04/28,True,,,,,,
2021,3,12,21/04/28,False,541145,,140380,81098,339.8,120.0
2021,6,3,21/07/29,False,137474,,33029,28958,118.4,
2021,9,3,21/10/28,False,196809,,76247,47807,195.4,
2021,12,3,22/02/28,False,193157,,257715,286588,1171.0,
2022,3,3,22/05/27,False,236178,,45733,3501,14.3,
2022,3,12,21/04/28,True,,,,,,
2022,3,12,22/05/27,False,763618,,412724,366854,1498.6,150.0
2022,6,3,22/08/15,False,220602,,23678,-2420,-9.9,
2022,9,3,22/11/14,False,227553,,29605,10470,40.7,
2022,12,3,23/02/07,False,205720,,-4058,353,1.4,
2023,3,3,23/05/12,False,344684,,51528,26597,100.5,
2023,3,12,22/05/27,True,,,,,,
2023,3,12,23/05/12,False,998559,,100753,35000,132.2,150.0
2023,6,3,23/08/04,False,302307,,43008,24467,89.8,
2023,9,3,23/11/10,False,272518,,27233,12621,46.3,
2023,12,3,24/02/07,False,289894,,29847,22528,82.3,
2024,3,3,24/05/10,False,345785,,41481,27627,100.2,
2024,3,12,23/05/12,True,,,,,,
2024,3,12,24/02/07,True,,,,,,160.0
2024,3,12,24/05/10,False,1210504,,141569,87243,316.4,160
2024,6,3,24/08/02,False,330541,,51748,21372,70.8,
2024,9,3,24/11/08,False,345489,,27124,23354,77.3,
2025,3,12,24/05/10,True,,,,,,
