year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,3,12,99/06/10,False,22294,-1480,-1290,-2151,-46.8,6.0
2000,3,12,00/05/23,False,22157,352,201,121,2.7,6.0
2001,3,12,01/05/22,False,22595,536,846,298,6.8,6.0
2002,3,12,02/05/21,False,23170,492,664,-93,-2.2,6.0
2003,3,12,03/05/21,False,24307,379,688,-284,-6.9,6.0
2004,3,12,04/05/25,False,24812,248,492,567,13.6,6.0
2005,3,12,05/05/25,False,24864,185,537,265,6.3,6.0
2006,3,12,06/05/26,False,22175,-55,350,203,4.8,6.0
2007,3,12,07/05/15,False,25035,271,699,315,7.5,6.0
2008,3,12,08/05/15,False,26942,189,545,513,12.2,6.0
2009,3,12,09/05/14,False,23856,-98,482,-499,-11.9,6.0
2010,3,12,10/05/14,False,23971,265,899,124,3.0,6.0
2011,3,12,11/05/13,False,23803,470,812,461,11.0,6.0
2012,3,12,12/05/10,False,24553,541,621,122,2.9,6.0
2013,3,12,13/05/10,False,27087,1186,1108,881,21.0,7.0
2014,3,12,14/05/09,False,32073,2249,1982,888,21.2,7.0
2015,3,12,15/05/13,False,30707,1832,1582,1348,32.2,9.0
2016,3,12,16/05/12,False,34110,1629,1648,1896,45.2,10.0
2017,3,12,17/05/11,False,32717,1944,1993,1340,34.3,11.0
2018,3,12,18/05/11,False,35114,2103,2239,1490,38.8,12.0
2019,3,3,19/05/10,False,11362,1120,1123,783,20.4,
2019,3,12,18/05/11,True,34000,2150,2300,1550,,12.0
2019,3,12,18/10/30,True,32500,1600,1750,1400,,12.0
2019,3,12,19/05/10,False,31780,1427,1576,1345,35.1,12.0
2019,6,3,19/08/07,False,8001,276,361,270,7.1,
2019,9,3,19/11/07,False,9139,683,673,733,19.1,
2019,12,3,20/02/12,False,7422,81,129,-33,-0.9,
2020,3,3,20/05/14,False,10589,1013,979,618,16.0,
2020,3,12,19/05/10,True,35700,2300,2500,2000,,40.0
2020,3,12,20/05/14,False,35151,2053,2142,1588,41.2,40.0
2020,6,3,20/08/06,False,7271,408,979,746,19.3,
2020,9,3,20/11/05,False,10954,592,609,353,9.2,
2020,12,3,21/02/12,False,6407,-96,-89,-133,-3.5,
2021,3,3,21/05/14,False,13234,1398,1474,1116,29.1,
2021,3,12,20/05/14,True,36500,2200,2700,1850,,30.0
2021,3,12,21/05/14,False,37866,2302,2973,2082,54.3,33.0
2021,6,3,21/08/06,False,8817,375,519,378,9.9,
2021,9,3,21/11/11,False,10191,593,586,489,12.8,
2021,12,3,22/02/10,False,8157,59,89,16,0.4,
2022,3,3,22/05/13,False,11681,1026,1080,766,20.1,
2022,3,12,21/05/14,True,39000,2300,2500,1700,,30.0
2022,3,12,22/05/13,False,38846,2053,2274,1649,43.2,30.0
2022,6,3,22/08/10,False,9504,183,326,140,3.7,
2022,9,3,22/11/11,False,9256,216,222,119,3.1,
2022,12,3,23/02/10,False,8369,-32,-19,-35,-0.9,
2023,3,3,23/05/15,False,12536,661,726,796,20.8,
2023,3,12,22/05/13,True,42000,2300,2500,1600,,30.0
2023,3,12,22/09/29,True,42000,1700,1850,1200,,30.0
2023,3,12,23/05/15,False,39665,1028,1255,1020,26.7,30.0
2023,6,3,23/08/10,False,8446,-99,67,27,0.7,
2023,9,3,23/11/13,False,8536,368,388,321,8.4,
2023,12,3,24/02/13,False,10637,449,520,246,6.4,
2024,3,3,24/05/15,False,16478,1250,1169,718,18.7,
2024,3,12,23/05/15,True,44000,1900,1900,1200,31.3,30.0
2024,3,12,24/05/15,False,44097,1968,2144,1312,34.3,30
2024,6,3,24/08/09,False,9849,462,625,337,8.8,
2024,9,3,24/11/13,False,12785,818,843,544,14.2,
2025,3,12,24/05/15,True,48000,2600,2600,1700,44.4,30
2025,3,12,24/11/13,True,48000,2700,2900,2000,52.0,32
