year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,1,12,,False,1789,,-52,-10,-11.0,0
2022,1,12,,False,2106,-4,17,14,14.8,0
2023,1,12,,False,2506,113,127,91,87.5,0
2023,4,3,,False,744,62,74,54,51.6,
2023,7,3,,False,806,37,45,31,29.7,
2023,10,3,,False,852,90,96,63,60.3,
2024,1,3,24/04/08,False,710,3,6,5,4.8,
2024,1,12,24/04/08,False,3112,192,221,153,145.9,0
2024,4,3,24/06/14,False,819,29,12,8,6.9,
2024,7,3,24/09/13,False,988,63,62,43,32.9,
2024,10,3,24/12/13,False,992,140,134,90,66.0,
2025,1,12,24/04/08,True,3509,244,240,167,113.6,20
2025,1,12,24/09/13,True,3554,180,165,114,77.6,20
