year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,3,12,,False,8940,,6864,6509,67.0,0
2021,6,3,,False,486,,18,406,4.2,0
2021,6,12,,False,486,,18,406,4.2,0
2022,6,12,,False,595500,12046,12687,7135,73.5,0
2023,6,12,,False,653112,13964,14358,8084,82.9,13
2023,9,3,,False,177275,5552,5764,3251,33.4,
2023,12,3,,False,186029,6016,6214,3692,37.9,
2024,3,3,24/05/14,False,173913,3829,4189,2551,26.0,
2024,6,3,24/08/13,False,180731,3764,3622,1945,18.7,
2024,6,12,24/03/21,True,711067,18575,19045,10774,90.9,15
2024,6,12,24/08/13,False,717948,19161,19789,11439,109.8,15
2024,9,3,24/11/13,False,195834,4931,5266,3160,25.9,
2025,6,12,24/08/13,True,808866,22986,23810,13756,112.8,16
