year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,12,12,,False,601,,-59,-89,-25.8,0
2021,12,12,,False,770,-312,-313,-335,-86.1,0
2022,12,12,,False,970,-263,-265,-316,-76.2,0
2023,3,3,,False,273,-14,-16,-17,-4.2,
2023,6,3,,False,315,-1,-2,-4,-1.0,
2023,9,3,,False,333,15,14,12,3.0,
2023,12,3,,False,358,38,36,55,13.3,
2023,12,12,24/03/26,False,1279,38,32,46,11.1,0
2024,3,3,24/05/15,False,363,34,13,15,3.6,
2024,6,3,24/08/09,False,395,-10,-13,-13,-3.5,
2024,9,3,24/11/14,False,398,27,24,29,6.1,
2024,12,12,24/03/26,True,1664,152,132,106,21.4,0
