year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,3,12,,False,3321,,88,67,18.9,1.2
2021,3,12,,False,3130,,-424,-323,-92.8,1.39
2022,3,12,,False,3647,385,409,931,247.7,35
2023,3,12,,False,3993,508,504,417,100.9,18
2023,6,3,,False,966,94,141,107,25.9,
2023,9,3,,False,1071,162,190,128,30.9,
2023,12,3,,False,1071,195,183,123,29.7,
2024,3,3,24/05/15,False,1174,219,264,290,69.8,
2024,3,12,24/04/11,True,4225,647,732,591,140.5,30
2024,3,12,24/05/15,False,4282,670,778,648,156.0,30
2024,6,3,24/08/14,False,1053,109,139,94,22.5,
2024,9,3,24/11/14,False,1201,272,223,190,45.2,
2025,3,12,24/05/15,True,4738,718,753,541,128.6,30
