year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,3,12,99/05/18,False,31537,2371,2324,1555,62.3,7.0
2000,3,12,00/05/18,False,30057,1603,1582,519,20.8,7.0
2001,3,12,01/05/18,False,29419,1214,1267,185,7.4,7.0
2002,3,12,02/05/17,False,32784,1679,1709,561,22.5,7.0
2003,3,12,03/05/14,False,29539,2459,2511,984,40.4,7.0
2004,3,12,04/05/14,False,32881,2810,2825,1207,53.9,7.0
2005,3,12,05/05/13,False,38077,3012,3030,1455,68.4,8.5
2006,3,12,06/05/15,False,46890,3532,3488,1673,79.5,10.0
2007,3,12,07/05/14,False,54868,4211,4128,2330,111.3,12.0
2008,3,12,08/05/14,False,61164,3819,3942,2018,96.4,12.0
2009,3,12,09/05/14,False,59253,3344,3345,1778,85.6,12.0
2010,3,12,10/05/14,False,44935,2758,2798,1392,67.4,11.0
2011,3,12,11/05/12,False,45932,2470,2738,1421,68.8,10.0
2012,3,12,12/05/10,False,55243,3703,3700,1326,64.2,11.0
2013,3,12,13/05/10,False,54696,4186,4439,2582,125.0,14.0
2014,3,12,14/05/12,False,62952,5854,6336,3205,156.2,16.0
2015,3,12,15/05/13,False,59873,5101,5775,3422,166.9,18.0
2016,3,12,16/05/13,False,63731,5546,6379,4354,212.6,19.0
2017,3,12,17/05/12,False,65163,5112,5290,3415,167.5,17.0
2018,3,12,18/05/11,False,67363,6992,7113,4723,232.7,23.5
2019,3,3,19/05/13,False,17197,1616,1620,1130,56.6,
2019,3,12,18/05/11,True,65000,5100,5300,3500,,19.0
2019,3,12,18/11/09,True,65500,6350,6750,4400,,21.0
2019,3,12,19/02/14,True,70000,7500,7900,5000,,23.5
2019,3,12,19/05/13,False,71056,8122,8457,5510,276.2,30.0
2019,6,3,19/08/09,False,17805,2036,2141,1400,71.0,
2019,9,3,19/11/08,False,18110,2013,2059,1417,72.4,
2019,12,3,20/02/13,False,19019,2217,2370,1507,77.4,
2020,3,3,20/05/20,False,20160,2237,2243,1290,66.4,
2020,3,12,19/05/13,True,64000,5800,6000,4000,,25.0
2020,3,12,19/11/08,True,70000,6900,7200,4800,,28.0
2020,3,12,20/02/13,True,71000,7300,7600,5000,,28.0
2020,3,12,20/05/20,False,75094,8503,8813,5614,289.2,40.0
2020,6,3,20/08/13,False,17025,2043,2304,1480,77.2,
2020,9,3,20/11/09,False,16200,1656,1644,1141,59.5,
2020,12,3,21/02/15,False,17873,2331,2455,1626,84.8,
2021,3,3,21/05/14,False,17809,1464,1641,1128,58.8,
2021,3,12,20/05/20,True,63800,5150,5500,3700,,33.0
2021,3,12,20/11/09,True,63800,6100,6500,4350,,33.0
2021,3,12,21/02/15,True,69000,7300,7600,5350,,42.0
2021,3,12,21/05/14,False,68907,7494,8044,5375,280.3,43.0
2021,6,3,21/08/12,False,19918,2497,2763,1857,96.9,
2021,9,3,21/11/09,False,16797,1423,1473,1022,53.3,
2021,12,3,22/02/10,False,18762,1950,2243,1480,77.8,
2022,3,3,22/05/13,False,21843,1732,1894,963,51.0,
2022,3,12,21/05/14,True,68000,5600,6100,4000,,43.0
2022,3,12,21/11/09,True,70000,6000,6500,4400,,43.0
2022,3,12,22/02/10,True,75000,7000,7500,4900,,43.0
2022,3,12,22/05/13,False,77320,7602,8373,5322,281.9,44.0
2022,6,3,22/08/09,False,19973,1976,2563,1746,94.8,
2022,9,3,22/11/09,False,22842,2276,2490,1731,94.0,
2022,12,3,23/02/14,False,21560,2604,2646,1792,97.4,
2023,3,3,23/05/12,False,21700,3141,3201,2932,159.4,
2023,3,12,22/05/13,True,74000,6050,6550,4400,,44.0
2023,3,12,22/11/09,True,81000,7150,7650,5200,,49.0
2023,3,12,23/02/14,True,84000,7900,8700,6050,,49.0
2023,3,12,23/05/02,True,86000,9700,10600,7900,,72.0
2023,3,12,23/05/12,False,86075,9997,10900,8201,445.7,72.0
2023,6,3,23/08/10,False,19814,2946,3649,2524,137.4,
2023,9,3,23/11/10,False,20682,2721,2885,1987,108.2,
2023,12,3,24/02/14,False,21304,3281,3572,2443,133.2,
2024,3,3,24/05/14,False,21316,3160,3311,2297,125.3,
2024,3,12,23/05/12,True,78000,7400,8100,5500,,63.0
2024,3,12,23/11/10,True,81000,9400,10500,7100,,80.0
2024,3,12,24/02/14,True,82000,11000,12000,8200,448.1,80.0
2024,3,12,24/05/14,False,83116,12108,13417,9251,504.5,101
2024,6,3,24/08/09,False,21630,3861,4384,3071,167.9,
2024,9,3,24/11/12,False,20410,2834,2878,1900,103.9,
2025,3,12,24/05/14,True,83000,10400,11400,7700,420.8,100
2025,3,12,24/11/12,True,84000,11500,12500,8500,465.1,105
