year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,3,12,,False,,,-4,-4,-229708,0
2022,3,12,,False,8174,651,674,1133,70.9,7.25
2023,3,12,,False,8859,1562,1589,1103,69.0,30.8
2023,6,3,,False,2499,518,528,350,21.9,
2023,9,3,,False,2320,395,400,262,16.4,
2023,12,3,,False,2436,467,466,304,19.0,
2024,3,3,,False,2331,419,426,243,15.2,
2024,3,12,,False,9586,1799,1820,1159,72.5,133.95
2024,6,3,24/08/09,False,2717,533,511,334,20.9,
2024,9,3,24/11/12,False,2549,438,437,287,17.9,
2025,3,12,24/06/27,True,10552,2071,2050,1366,85.1,59.58
