year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2000,8,12,,False,2023,3,18,5,65.7,0.0
2001,8,12,,False,2888,42,10,5,33.0,0.0
2002,8,12,,False,4881,215,219,128,710.4,78.07
2003,8,12,,False,4919,226,221,101,561.6,101.03
2004,8,12,04/11/16,False,4357,279,276,123,683.2,126.29
2005,8,12,05/10/12,False,5553,494,457,253,644.5,91.84
2006,8,12,06/10/23,False,5237,-968,-1034,-1223,-1796.9,0.0
2007,8,12,07/10/29,False,4111,-1003,-1005,-1769,-2315.5,0.0
2008,8,12,08/11/04,False,3891,-356,-365,-264,-247.4,0.0
2009,8,12,09/10/20,False,2590,-176,-191,-263,-126.9,0.0
2010,8,12,10/10/21,False,1620,-322,-440,-313,-99.7,0.0
2011,8,12,11/10/18,False,2292,195,194,185,34.2,0.0
2012,8,12,12/10/18,False,2023,78,37,37,6.3,0.0
2013,9,13,13/11/13,False,2259,-282,-323,-203,-51.3,0.0
2014,9,12,14/11/19,False,1824,-382,-444,-430,-42.9,0.0
2015,9,12,16/02/04,False,4179,-843,-2205,-2717,-164.1,0.0
2016,12,15,17/02/17,False,5229,-786,-916,-1546,-73.1,0.0
2017,12,12,18/02/15,False,1215,25,99,314,11.7,0.0
2018,12,12,19/02/18,False,1736,-156,-318,252,8.4,0.0
2019,3,3,19/05/15,False,623,-88,-3,2,0.1,
2019,6,3,19/08/14,False,603,-89,-108,60,1.2,
2019,9,3,19/11/14,False,628,-133,-165,157,3.0,
2019,12,3,20/02/14,False,655,-151,-37,-2509,-47.3,
2019,12,12,19/02/18,True,,,,,,0.0
2019,12,12,20/02/14,False,2509,-461,-313,-2290,-43.2,0.0
2020,3,3,20/05/14,False,405,-318,-890,-807,-14.2,
2020,6,3,20/08/14,False,31,-400,-147,-144,-2.5,
2020,9,3,20/11/16,False,176,-294,-509,-510,-8.9,
2020,12,3,21/02/24,False,172,-384,-641,-1506,-26.4,
2020,12,12,20/02/14,True,,,,,,0.0
2020,12,12,21/02/24,False,784,-1396,-2187,-2967,-51.9,0.0
2021,3,3,21/05/14,False,115,-384,-229,997,17.5,
2021,6,3,21/08/16,False,131,-354,-503,-883,-15.5,
2021,9,3,21/11/15,False,125,-347,-651,-651,-11.4,
2021,12,3,22/02/14,False,147,-340,153,-200,-3.5,
2021,12,12,21/02/24,True,,,,,,0.0
2021,12,12,22/02/14,False,518,-1425,-1230,-737,-12.9,0.0
2022,3,3,22/05/16,False,166,-399,107,1383,24.2,
2022,6,3,22/08/15,False,89,-161,-582,240,4.2,
2022,9,3,22/11/14,False,52,-132,-148,-147,-2.6,
2022,12,3,23/02/14,False,59,-166,-213,-499,-8.7,
2022,12,12,22/02/14,True,,,,,,0.0
2022,12,12,23/02/14,False,366,-858,-836,977,17.1,0.0
2023,3,3,23/05/15,False,51,-142,-147,-143,-1.6,
2023,6,3,23/08/14,False,69,-122,7,223,2.2,
2023,9,3,23/11/14,False,51,-145,-130,-495,-4.6,
2023,12,3,24/02/14,False,90,-59,-144,-268,-2.5,
2023,12,12,23/02/14,True,,,,,,0.0
2023,12,12,24/02/14,False,261,-468,-414,-683,-6.3,0.0
2024,3,3,24/05/15,False,84,-50,-51,-51,-0.5,
2024,6,3,24/08/14,False,84,-65,-125,-125,-9.0,
2024,9,3,24/11/13,False,82,-68,-135,-145,-9.5,
2024,12,12,24/02/14,True,,,,,,0.0
2024,12,12,24/12/18,True,890,270,,,,0
