year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,7,12,,False,3531,,277,68,91.1,0
2021,7,12,,False,5095,,603,415,553.7,0
2022,7,12,,False,4522,484,471,312,417.2,33.33
2023,7,12,,False,5659,521,511,365,487.8,66.67
2023,10,3,,False,2281,275,272,177,237.0,
2024,1,3,,False,1457,128,125,84,112.1,
2024,4,3,,False,916,23,18,11,14.7,
2024,7,3,24/09/12,False,1821,211,186,133,175.3,
2024,7,12,24/07/18,True,6300,623,585,385,406.1,85
2024,7,12,24/09/12,False,6475,637,601,405,533.7,85
2024,10,3,24/12/12,False,1734,173,171,119,118.3,
2025,7,12,24/09/12,True,6700,685,674,439,433.6,130
