year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,12,12,00/02/18,False,27465,430,359,109,14.8,16.0
2000,3,3,00/05/19,False,5707,-140,-193,-31,-4.2,4.0
2001,3,12,01/05/18,False,28093,520,432,193,27.2,11.0
2002,3,12,02/05/17,False,28114,741,646,98,14.1,11.0
2003,3,12,03/05/16,False,28597,623,549,-57,-8.4,11.0
2004,3,12,04/05/17,False,23561,31,2,228,33.6,11.0
2005,3,12,05/05/23,False,22453,-64,-129,-583,-87.8,0.0
2006,3,12,06/05/23,False,21395,314,303,-25,-4.0,6.0
2007,3,12,07/05/21,False,25231,958,877,970,146.7,16.0
2008,3,12,08/05/19,False,21786,589,460,304,46.1,11.0
2009,3,12,09/05/15,False,22878,978,899,461,69.9,15.0
2010,3,12,10/05/12,False,29921,1888,1791,969,145.4,20.0
2011,3,12,11/05/13,False,23289,1132,1087,535,72.7,15.0
2012,3,12,12/05/14,False,22046,603,552,265,36.0,15.0
2013,3,12,13/05/13,False,17042,-141,-168,-159,-21.6,5.0
2014,3,12,14/05/12,False,19332,510,488,319,43.4,11.0
2015,3,12,15/05/11,False,25213,2004,1978,1227,166.6,25.0
2016,3,12,16/05/13,False,25062,2787,2781,1493,202.9,30.0
2017,3,12,17/05/15,False,23497,2760,2775,1869,254.1,40.0
2018,3,12,18/05/14,False,25716,2610,2655,1762,239.5,50.0
2019,3,3,19/05/15,False,7245,861,878,580,78.9,
2019,3,12,18/05/14,True,26000,2560,2600,1700,,50.0
2019,3,12,19/05/15,False,24674,2237,2318,1562,212.3,50.0
2019,6,3,19/07/31,False,5208,217,247,167,22.7,
2019,9,3,19/10/30,False,7121,691,689,468,63.7,
2019,12,3,20/01/30,False,8137,830,859,600,81.6,
2020,3,3,20/05/14,False,7993,1245,1254,868,118.0,
2020,3,12,19/05/15,True,27000,2800,2850,1900,,60.0
2020,3,12,20/05/14,False,28459,2983,3049,2103,285.8,70.0
2020,6,3,20/07/31,False,5981,435,469,321,43.6,
2020,9,3,20/10/29,False,5960,444,458,304,41.4,
2020,12,3,21/01/29,False,7786,1000,1026,700,95.1,
2021,3,3,21/05/13,False,8071,1418,1442,981,133.3,
2021,3,12,20/05/14,True,28500,3130,3200,2250,,70.0
2021,3,12,21/05/13,False,27798,3297,3395,2306,313.4,80.0
2021,6,3,21/07/30,False,6260,460,509,336,45.8,
2021,9,3,21/10/28,False,6473,625,631,426,57.9,
2021,12,3,22/01/28,False,7134,782,813,563,76.6,
2022,3,3,22/05/16,False,6090,622,646,515,70.0,
2022,3,12,21/05/13,True,27500,2600,2700,1800,,70.0
2022,3,12,22/05/16,False,25957,2489,2599,1840,250.1,70.0
2022,6,3,22/07/29,False,4718,-77,-38,-33,-4.6,
2022,9,3,22/11/07,False,5669,135,151,104,14.2,
2022,12,3,23/02/03,False,6491,816,845,590,80.2,
2023,3,3,23/05/15,False,5749,403,438,391,53.1,
2023,3,12,22/05/16,True,28500,2800,2900,1900,,70.0
2023,3,12,22/11/07,True,23000,900,1000,750,,40.0
2023,3,12,23/05/12,True,23000,1200,1400,1000,,40.0
2023,3,12,23/05/15,False,22627,1277,1396,1052,143.0,50.0
2023,6,3,23/08/04,False,4828,77,109,61,8.3,
2023,9,3,23/11/01,False,6027,205,220,153,20.9,
2023,12,3,24/02/05,False,7277,553,579,396,53.8,
2024,3,3,24/05/15,False,6938,786,812,567,77.0,
2024,3,12,23/05/15,True,25000,1350,1450,950,129.1,50.0
2024,3,12,24/05/15,False,25070,1621,1720,1177,159.9,60
2024,6,3,24/08/09,False,5626,-48,-13,-13,-1.9,
2024,9,3,24/11/07,False,6050,122,151,108,14.7,
2024,12,3,25/02/07,False,7400,709,732,501,68.2,
2025,3,12,24/05/15,True,26000,1300,1400,945,128.4,50
