year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,3,12,,False,2825,,456,303,89.7,4.5
2021,3,12,,False,3251,,665,685,202.4,10
2022,3,12,,False,3947,969,917,587,173.5,10
2023,3,12,,False,4742,1267,1244,892,199.2,19
2023,6,3,,False,1003,-202,-163,-195,-47.0,
2023,9,3,,False,1208,208,193,137,33.3,
2023,12,3,,False,1333,364,367,265,63.7,
2024,3,3,24/05/15,False,1226,226,238,177,42.6,
2024,3,12,24/04/25,True,4724,537,560,289,57.6,14
2024,3,12,24/05/15,False,4770,596,635,384,92.4,14
2024,6,3,24/08/14,False,1241,206,225,162,33.6,
2024,9,3,24/11/14,False,1266,173,191,115,23.1,
2025,3,12,24/05/15,True,4852,857,876,629,125.4,14
