year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2013,6,12,,False,154,,-91,-91,-14529.0,0.0
2014,6,12,,False,375,,-162,-162,-24652.0,0.0
2015,6,12,,False,704,,75,75,6321.2,0.0
2016,6,12,,False,869,40,45,73,17.7,0.0
2017,6,12,,False,1031,67,76,89,21.7,0.0
2018,6,12,18/08/14,False,1287,162,158,103,23.7,0.0
2019,3,3,19/05/14,False,391,22,37,24,4.9,
2019,6,3,19/08/14,False,547,64,70,45,9.1,
2019,6,12,18/08/14,True,1462,138,176,124,,0.0
2019,6,12,19/05/14,True,1462,138,176,124,,5.0
2019,6,12,19/07/26,True,1647,181,213,142,,5.0
2019,6,12,19/08/14,False,1647,180,213,143,29.0,5.0
2019,9,3,19/11/11,False,486,96,121,81,16.4,
2019,12,3,20/02/10,False,485,59,85,56,11.3,
2020,3,3,20/05/18,False,498,47,61,40,8.0,
2020,6,3,20/08/14,False,486,2,17,9,1.8,
2020,6,12,19/08/14,True,1850,192,242,158,,5.0
2020,6,12,20/08/14,False,1955,204,284,186,37.4,5.0
2020,9,3,20/11/11,False,576,63,134,88,17.8,
2020,12,3,21/02/10,False,619,97,105,68,13.6,
2021,3,3,21/05/10,False,719,165,184,126,25.3,
2021,6,3,21/08/11,False,710,56,35,-39,-7.8,
2021,6,12,20/08/14,True,2318,228,301,197,,5.0
2021,6,12,20/11/11,True,2400,310,430,268,,5.0
2021,6,12,21/05/10,True,2700,550,650,437,,5.0
2021,6,12,21/08/11,False,2624,381,458,243,48.7,10.0
2021,9,3,21/11/11,False,895,329,350,238,47.7,
2021,12,3,22/02/10,False,713,138,174,117,23.4,
2022,3,3,22/05/11,False,812,103,137,97,19.4,
2022,6,3,22/08/12,False,885,80,106,94,18.9,
2022,6,12,21/08/11,True,3100,610,710,465,,10.0
2022,6,12,22/02/10,True,3200,700,800,530,,10.0
2022,6,12,22/08/12,False,3305,650,767,546,109.5,10.0
2022,9,3,22/11/11,False,835,133,171,119,23.9,
2022,12,3,23/02/10,False,909,197,231,157,31.4,
2023,3,3,23/05/11,False,979,203,305,209,41.7,
2023,6,3,23/08/10,False,1196,208,314,266,53.0,
2023,6,12,22/08/12,True,3953,860,1010,685,,10.0
2023,6,12,23/08/10,False,3919,741,1021,751,149.8,10.0
2023,9,3,23/11/10,False,1108,261,321,219,43.7,
2023,12,3,24/02/09,False,1187,276,330,225,44.9,
2024,3,3,24/05/10,False,1256,247,325,222,44.3,
2024,6,3,24/08/09,False,1808,456,536,307,61.2,
2024,6,12,23/08/10,True,4820,840,1060,779,,10.0
2024,6,12,24/02/09,True,4930,1000,1220,896,178.3,10.0
2024,6,12,24/08/09,False,5359,1240,1512,973,193.9,15
2024,9,3,24/11/12,False,1473,395,480,326,65.1,
2025,6,12,24/08/09,True,6900,1300,1600,1176,234.1,
2025,6,12,24/09/17,True,6900,1300,1600,1176,234.1,20
