year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2015,12,12,,False,164,,-47,-47,-18.7,0.0
2016,12,12,,False,392,,-26,-26,-8.9,0.0
2017,12,12,,False,574,4,0,3,1.0,0.0
2018,12,12,,False,1120,100,95,87,26.1,0.0
2019,3,3,,False,293,47,46,31,9.3,
2019,6,3,,False,343,52,51,34,10.2,
2019,9,3,19/11/13,False,374,70,62,41,12.3,
2019,12,3,20/02/14,False,440,21,11,18,5.2,
2019,12,12,19/10/08,True,1329,155,140,95,,0.0
2019,12,12,20/02/04,True,1450,189,168,123,,0.0
2019,12,12,20/02/14,False,1450,190,170,124,35.8,0.0
2020,3,3,20/05/15,False,455,24,24,16,4.2,
2020,6,3,20/08/14,False,436,34,33,22,5.8,
2020,9,3,20/11/13,False,470,50,50,36,9.3,
2020,12,3,21/02/12,False,547,83,83,64,16.0,
2020,12,12,20/02/14,True,1900,200,197,134,,0.0
2020,12,12,21/02/12,False,1908,191,190,138,34.6,0.0
2021,3,3,21/05/14,False,634,91,90,61,15.5,
2021,6,3,21/08/13,False,637,83,81,222,56.3,
2021,9,3,21/11/15,False,552,43,43,27,6.8,
2021,12,3,22/02/10,False,599,43,40,31,7.9,
2021,12,12,21/02/12,True,2529,255,255,172,,0.0
2021,12,12,21/03/31,True,2529,229,229,332,,0.0
2021,12,12,22/02/10,False,2422,260,254,341,86.4,0.0
2022,3,3,22/05/16,False,748,48,47,26,6.8,
2022,6,3,22/08/15,False,762,20,17,11,2.8,
2022,9,3,22/11/14,False,947,78,77,49,12.5,
2022,12,3,23/02/14,False,848,77,77,9,2.3,
2022,12,12,22/02/10,True,3000,270,260,162,,
2022,12,12,22/05/16,True,3000,270,260,162,,0.0
2022,12,12,23/02/10,True,3300,220,210,90,,0.0
2022,12,12,23/02/14,False,3305,223,218,95,24.1,0.0
2023,3,3,23/05/15,False,842,78,73,36,9.3,
2023,6,3,23/08/14,False,811,72,71,26,6.6,
2023,9,3,23/11/14,False,800,88,94,58,14.7,
2023,12,3,24/02/14,False,801,54,53,36,9.1,
2023,12,12,23/02/14,True,3650,250,250,160,,0.0
2023,12,12,23/11/14,True,3153,290,286,145,,0.0
2023,12,12,24/02/14,False,3254,292,291,156,39.5,0.0
2024,3,3,24/05/15,False,885,118,116,72,19.2,
2024,6,3,24/08/14,False,888,97,95,53,14.1,
2024,9,3,24/11/14,False,948,132,134,67,17.8,
2024,12,12,24/02/14,True,2831,300,295,175,46.6,
2024,12,12,24/09/12,True,3260,300,295,175,45.1,0
2024,12,12,25/01/22,True,3700,330,320,140,37.2,0
