year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,8,12,99/10/18,False,10922,794,1097,317,14.4,12.0
2000,8,12,00/10/23,False,10197,1011,1101,298,13.6,12.0
2001,8,12,01/10/23,False,9024,695,680,173,7.9,12.0
2002,8,12,02/10/21,False,9589,468,155,100,4.6,12.0
2003,8,12,03/10/20,False,9555,89,-749,-693,-31.7,12.0
2004,8,12,04/10/25,False,10414,711,666,137,5.4,12.0
2005,8,12,05/10/24,False,9279,523,558,138,5.4,12.0
2006,8,12,06/10/23,False,11186,636,728,385,17.7,12.0
2007,8,12,07/10/15,False,12256,1063,1090,550,25.2,16.0
2008,8,12,08/10/14,False,12752,1427,1227,817,37.5,14.0
2009,8,12,09/10/14,False,11739,1252,1133,498,23.0,14.0
2010,8,12,10/10/08,False,11807,1392,1233,905,42.6,14.0
2011,8,12,11/10/12,False,10322,825,790,495,23.4,14.0
2012,8,12,12/10/15,False,9769,453,434,230,10.9,14.0
2013,8,12,13/10/11,False,10480,631,690,402,19.0,14.0
2014,8,12,14/10/08,False,14874,2159,2201,1440,67.9,24.0
2015,8,12,15/10/08,False,18824,3233,3302,2156,100.3,31.0
2016,8,12,16/10/11,False,22017,4111,4072,2725,110.6,34.0
2017,8,12,17/10/10,False,25965,5124,5198,3671,146.4,70.0
2018,8,12,18/10/10,False,29142,5977,6069,4151,155.8,60.0
2019,2,3,19/04/08,False,7454,1898,1910,1412,52.4,
2019,5,3,19/07/08,False,5890,-35,-20,-53,-2.0,
2019,8,3,19/10/10,False,12379,3515,3528,2340,86.4,
2019,8,12,18/10/10,True,32100,6420,6500,4560,,68.0
2019,8,12,19/10/10,False,32442,6689,6761,4571,168.8,68.0
2019,11,3,20/01/10,False,5867,435,460,226,8.3,
2020,2,3,20/04/10,False,8604,2056,2072,1462,53.6,
2020,5,3,20/07/10,False,4620,-87,107,16,0.6,
2020,8,3,20/10/09,False,5549,94,153,-304,-11.1,
2020,8,12,19/10/10,True,36000,6900,6900,4700,,70.0
2020,8,12,20/04/10,True,33000,5900,5900,4000,,70.0
2020,8,12,20/07/10,True,24500,2200,2450,1350,,70.0
2020,8,12,20/10/09,False,24640,2498,2792,1400,51.3,70.0
2020,11,3,21/01/12,False,7039,1263,1254,820,30.0,
2021,2,3,21/04/09,False,6254,906,966,626,22.9,
2021,5,3,21/07/09,False,6318,819,888,638,23.3,
2021,8,3,21/10/11,False,8007,1009,1053,989,36.1,
2021,8,12,20/10/09,True,27100,3150,3200,2100,,70.0
2021,8,12,21/04/09,True,27200,3850,3900,2700,,70.0
2021,8,12,21/10/11,False,27618,3997,4161,3073,112.2,70.0
2021,11,3,22/01/11,False,7161,1383,1419,921,33.6,
2022,2,3,22/04/11,False,7057,1403,1445,972,35.4,
2022,5,3,22/07/11,False,6550,388,451,307,11.2,
2022,8,3,22/10/12,False,9610,1439,1517,1034,37.6,
2022,8,12,21/10/11,True,30000,4500,4550,3200,,70.0
2022,8,12,22/10/12,False,30378,4613,4832,3234,117.7,70.0
2022,11,3,23/01/11,False,7482,1123,1180,717,26.1,
2023,2,3,23/04/07,False,7451,1023,1014,657,23.9,
2023,5,3,23/07/07,False,6263,30,59,-1151,-41.9,
2023,8,3,23/10/11,False,8076,807,807,623,22.7,
2023,8,12,22/10/12,True,32000,5000,5050,3500,,70.0
2023,8,12,23/04/07,True,29000,3200,3250,2000,,40.0
2023,8,12,23/05/19,True,28400,3200,3250,670,,40.0
2023,8,12,23/10/11,False,29272,2983,3060,846,30.8,40.0
2023,11,3,24/01/10,False,7418,1198,1265,872,32.5,
2024,2,3,24/04/09,False,8117,1219,1325,977,36.5,
2024,5,3,24/07/10,False,6598,420,542,369,13.8,
2024,8,3,24/10/11,False,7348,487,450,219,8.2,
2024,8,12,23/10/11,True,30000,3300,3400,2400,89.7,40.0
2024,8,12,24/10/11,False,29481,3324,3582,2437,91.0,42
2024,11,3,25/01/10,False,5532,645,679,366,13.7,
2025,8,12,24/10/11,True,30000,3500,3600,2600,97.1,44
