year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,3,12,,False,853,-126,-145,-151,-251.8,0.0
2000,3,12,,False,1250,27,9,4,8.0,0.0
2001,3,12,01/11/22,False,3286,408,402,400,159.6,0.0
2002,3,12,02/05/20,False,6588,546,549,308,96.8,10.0
2003,3,12,03/05/19,False,9729,272,207,64,18.5,10.0
2004,3,12,04/05/21,False,8426,230,176,-1040,-251.7,0.0
2005,3,12,05/05/20,False,6365,269,206,68,14.9,0.0
2006,3,12,06/05/12,False,5091,-380,-495,-3314,-553.2,0.0
2007,3,12,07/05/11,False,6747,224,142,35,3.1,0.0
2008,3,12,08/05/15,False,10885,260,142,135,11.1,0.0
2009,3,12,09/05/13,False,12525,108,12,-826,-64.9,0.0
2010,3,12,10/05/13,False,10162,176,106,6,0.4,0.0
2011,3,12,11/05/11,False,7347,325,305,143,8.7,0.0
2012,3,12,12/05/11,False,7307,286,270,241,14.1,0.0
2013,3,12,13/05/15,False,7320,356,360,280,15.6,0.0
2014,3,12,14/05/12,False,9396,562,460,300,16.4,0.0
2015,3,12,15/05/14,False,11167,700,622,388,20.5,0.0
2016,3,12,16/05/13,False,23495,817,724,520,23.2,0.0
2017,3,12,17/05/11,False,36244,1078,922,526,18.1,0.0
2018,3,12,18/05/14,False,42996,1080,887,843,27.6,4.0
2019,3,3,19/05/15,False,18994,210,-249,-2215,-57.9,
2019,3,12,18/05/14,True,50000,1300,1100,1000,,4.0
2019,3,12,18/11/13,True,66000,500,-490,-1170,,4.0
2019,3,12,19/05/15,False,64335,270,-967,-2931,-76.7,4.0
2019,6,3,19/08/09,False,19856,212,130,42,1.0,
2019,9,3,19/11/12,False,20893,40,4,111,2.7,
2019,12,3,20/02/12,False,21674,551,385,628,15.0,
2020,3,3,20/05/15,False,18448,-288,-302,908,21.7,
2020,3,12,19/05/15,True,82000,870,380,160,,4.0
2020,3,12,20/05/15,False,80871,515,217,1689,40.3,4.0
2020,6,3,20/08/13,False,16111,-646,-929,-1376,-32.8,
2020,9,3,20/11/12,False,17588,-616,-669,-664,-15.9,
2020,12,3,21/02/10,False,19522,419,419,400,9.6,
2021,3,3,21/05/14,False,16398,-342,-324,-918,-21.9,
2021,3,12,20/05/15,True,,,,,,
2021,3,12,20/11/12,True,73000,-350,-750,-1050,,4.0
2021,3,12,21/05/14,False,69619,-1185,-1503,-2558,-61.1,4.0
2021,6,3,21/08/12,False,16562,-214,-95,-170,-4.1,
2021,9,3,21/11/11,False,16774,-491,-624,-111,-2.7,
2021,12,3,22/02/10,False,19890,273,140,294,7.5,
2022,3,3,22/05/13,False,17148,-359,-248,-1897,-43.9,
2022,3,12,21/05/14,True,76500,670,430,110,,4.0
2022,3,12,22/05/13,False,70374,-791,-827,-1884,-43.6,4.0
2022,6,3,22/08/10,False,18856,-61,-51,86,1.9,
2022,9,3,22/11/11,False,18694,-521,-517,-233,-5.1,
2022,12,3,23/02/13,False,21152,190,19,-452,-9.8,
2023,3,3,23/05/12,False,18011,-8,-201,-1598,-34.6,
2023,3,12,22/05/13,True,,,,,,4.0
2023,3,12,23/05/12,False,76713,-400,-750,-2197,-47.6,0.0
2023,6,3,23/08/10,False,16260,29,-99,-269,-5.7,
2023,9,3,23/11/13,False,17160,141,191,-75,-1.6,
2023,12,3,24/02/13,False,18636,579,501,284,6.0,
2024,3,3,24/05/13,False,15846,65,-227,-558,-11.7,
2024,3,12,23/05/12,True,,,,,,
2024,3,12,23/08/10,True,60000,150,,,,
2024,3,12,24/05/13,False,67902,814,366,-618,-13.0,0
2024,6,3,24/08/13,False,16323,498,472,512,10.7,
2024,9,3,24/11/12,False,16025,137,160,74,1.6,
2025,3,12,24/05/13,True,60000,850,500,,,
