year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,3,12,99/06/08,False,11628,4,-64,32,5.8,20.0
2000,3,12,00/05/25,False,11974,364,114,-849,-153.0,25.0
2001,3,12,01/05/22,False,13694,1024,1157,615,110.8,35.0
2002,3,12,02/05/23,False,10283,-253,-111,-869,-156.5,15.0
2003,3,12,03/05/22,False,9672,51,132,32,5.8,20.0
2004,3,12,04/05/21,False,10036,436,445,229,38.3,25.0
2005,3,12,05/05/19,False,10723,567,550,486,88.1,25.0
2006,3,12,06/05/18,False,12368,1111,974,538,100.2,40.0
2007,3,12,07/05/17,False,12904,1210,1172,701,139.2,35.0
2008,3,12,08/05/15,False,13120,960,914,616,123.6,35.0
2009,3,12,09/05/14,False,10261,-432,-331,-1551,-313.5,15.0
2010,3,12,10/05/12,False,8705,-339,-305,-289,-58.6,0.0
2011,3,12,11/05/11,False,11806,160,242,351,71.8,17.5
2012,3,12,12/05/10,False,12469,-200,-20,219,44.8,25.0
2013,3,12,13/05/10,False,11333,-405,-250,-794,-162.2,10.0
2014,3,12,14/05/14,False,11616,256,320,303,62.0,20.0
2015,3,12,15/05/14,False,11372,204,372,401,82.1,25.0
2016,3,12,16/05/12,False,11022,678,795,651,133.3,37.5
2017,3,12,17/05/11,False,10124,473,575,469,97.5,27.5
2018,3,12,18/05/10,False,11102,755,980,696,144.3,40.0
2019,3,3,19/05/16,False,3142,121,66,80,16.5,
2019,3,12,18/05/10,True,11300,650,810,570,,30.0
2019,3,12,18/11/08,True,12600,990,1110,830,,45.0
2019,3,12,19/05/16,False,12651,1029,1105,831,171.4,47.5
2019,6,3,19/08/08,False,2811,154,205,129,26.6,
2019,9,3,19/11/07,False,2900,113,146,138,28.4,
2019,12,3,20/02/12,False,3079,223,303,212,43.5,
2020,3,3,20/05/20,False,2817,12,17,119,24.5,
2020,3,12,19/05/16,True,12400,820,1010,740,,42.5
2020,3,12,19/12/19,True,11200,370,510,490,,35.0
2020,3,12,20/02/12,True,11400,500,690,610,,35.0
2020,3,12,20/05/20,False,11607,502,671,598,123.0,35.0
2020,6,3,20/08/05,False,2495,43,114,77,16.0,
2020,9,3,20/11/12,False,2210,-50,22,71,14.8,
2020,12,3,21/02/09,False,2477,104,208,224,46.5,
2021,3,3,21/05/20,False,2712,178,299,-434,-91.1,
2021,3,12,20/05/20,True,,,,,,
2021,3,12,20/08/05,True,9800,30,360,290,,20.0
2021,3,12,21/04/23,True,9900,270,640,-70,,20.0
2021,3,12,21/05/20,False,9894,275,643,-62,-13.0,20.0
2021,6,3,21/08/05,False,2883,209,281,218,45.5,
2021,9,3,21/11/11,False,2982,274,338,226,46.9,
2021,12,3,22/02/10,False,2972,261,343,260,54.0,
2022,3,3,22/05/20,False,3201,169,277,166,34.4,
2022,3,12,21/05/20,True,11000,700,860,580,,40.0
2022,3,12,21/11/11,True,11500,900,1000,750,,50.0
2022,3,12,22/04/22,True,12000,910,1220,850,,50.0
2022,3,12,22/05/20,False,12038,913,1239,870,180.5,60.0
2022,6,3,22/08/04,False,3330,320,423,291,60.5,
2022,9,3,22/11/10,False,3281,282,333,227,47.0,
2022,12,3,23/02/09,False,3201,270,334,243,50.3,
2023,3,3,23/05/19,False,2833,55,137,6,1.2,
2023,3,12,22/05/20,True,12200,760,920,620,,40.0
2023,3,12,22/08/04,True,12700,1050,1260,900,,40.0
2023,3,12,22/09/15,True,12700,1050,1260,900,,60.0
2023,3,12,23/03/24,True,12700,970,1250,740,,60.0
2023,3,12,23/05/19,False,12645,927,1227,767,158.8,60.0
2023,6,3,23/08/10,False,2882,151,264,177,36.8,
2023,9,3,23/11/09,False,2787,138,193,184,38.1,
2023,12,3,24/02/09,False,2705,94,148,124,25.7,
2024,3,3,24/05/09,False,3090,93,181,42,8.7,
2024,3,12,23/05/19,True,12000,620,750,550,,50.0
2024,3,12,23/11/09,True,11000,220,490,350,,50.0
2024,3,12,24/02/09,True,11400,440,720,460,95.0,50.0
2024,3,12,24/05/09,False,11464,476,786,527,108.9,50
2024,6,3,24/08/08,False,3181,180,284,187,38.6,
2024,9,3,24/11/13,False,3128,217,239,167,34.5,
2025,3,12,24/05/09,True,12000,520,800,560,115.6,50
