year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,3,12,99/06/18,False,12788,1306,1361,586,79.5,13.0
2000,3,12,00/06/16,False,13316,1297,1287,619,84.0,14.0
2001,3,12,01/05/25,False,13754,1141,1193,596,80.9,13.0
2002,3,12,02/05/24,False,12381,426,455,102,13.9,11.0
2003,3,12,03/05/23,False,11682,467,464,97,11.4,11.0
2004,3,12,04/05/27,False,11718,600,587,268,33.7,13.0
2005,3,12,05/05/27,False,11367,457,481,203,25.5,13.0
2006,3,12,06/05/26,False,11761,552,622,393,51.0,13.0
2007,3,12,07/05/25,False,11791,502,533,335,45.6,13.0
2008,3,12,08/05/23,False,12273,423,452,298,40.5,13.0
2009,3,12,09/05/26,False,10066,-208,-223,-722,-99.8,7.0
2010,3,12,10/05/14,False,9480,-437,-392,-411,-66.0,10.0
2011,3,12,11/05/12,False,9648,7,14,-89,-14.4,7.0
2012,3,12,12/05/14,False,8463,-271,-204,-476,-77.0,7.0
2013,3,12,13/05/14,False,10877,57,151,-200,-32.4,7.0
2014,3,12,14/05/14,False,9528,-8,106,108,17.5,7.0
2015,3,12,15/05/14,False,10047,23,68,62,10.1,7.0
2016,3,12,16/05/13,False,9831,-241,-257,-464,-75.0,7.0
2017,3,12,17/05/12,False,9930,-129,-74,204,33.0,7.0
2018,3,12,18/05/11,False,12660,187,245,252,40.8,10.0
2019,3,3,19/05/13,False,2754,-112,-95,-193,-31.2,
2019,3,12,18/05/11,True,11400,100,130,90,,7.0
2019,3,12,19/04/22,True,11180,-185,-135,-300,,7.0
2019,3,12,19/05/13,False,11196,-182,-115,-238,-38.5,7.0
2019,6,3,19/08/09,False,2441,-99,-93,-114,-18.4,
2019,9,3,19/11/12,False,2334,-44,-46,-308,-49.8,
2019,12,3,20/02/13,False,2786,84,119,130,21.0,
2020,3,3,20/05/26,False,3063,35,12,-101,-16.3,
2020,3,12,19/05/13,True,11000,-30,-10,-230,,7.0
2020,3,12,20/05/21,True,10624,-24,-8,-393,,7.0
2020,3,12,20/05/26,False,10624,-24,-8,-393,-63.6,5.0
2020,6,3,20/08/07,False,2441,-68,-65,-72,-11.8,
2020,9,3,20/11/13,False,2382,6,-4,-233,-37.6,
2020,12,3,21/02/12,False,2844,43,45,43,7.0,
2021,3,3,21/05/13,False,2886,9,139,129,20.8,
2021,3,12,20/05/26,True,,,,,,
2021,3,12,21/03/26,True,11060,5,-4,-234,,5.0
2021,3,12,21/05/12,True,10547,-15,115,-133,,5.0
2021,3,12,21/05/13,False,10553,-10,115,-133,-21.5,5.0
2021,6,3,21/08/16,False,2224,9,-1,28,4.6,
2021,9,3,21/11/12,False,2534,59,51,43,7.0,
2021,12,3,22/02/14,False,2488,41,77,109,17.6,
2022,3,3,22/05/16,False,2348,-4,-11,-145,-24.0,
2022,3,12,21/05/13,True,,,,,,
2022,3,12,22/04/08,True,10250,50,141,136,,7.0
2022,3,12,22/05/13,True,9594,105,116,35,,7.0
2022,3,12,22/05/16,False,9594,105,116,35,5.8,7.0
2022,6,3,22/08/12,False,2375,-14,191,199,32.2,
2022,9,3,22/11/14,False,2773,51,39,-10,-1.6,
2022,12,3,23/02/14,False,2530,-28,-145,-116,-18.9,
2023,3,3,23/05/15,False,2136,-65,-41,74,12.0,
2023,3,12,22/05/16,True,9731,55,62,60,,7.0
2023,3,12,23/05/15,False,9814,-56,44,147,23.8,10.0
2023,6,3,23/08/10,False,2475,-25,77,57,9.4,
2023,9,3,23/11/14,False,2548,26,45,51,8.3,
2023,12,3,24/02/14,False,2906,69,34,47,7.6,
2024,3,3,24/05/15,False,2427,1,34,-249,-38.8,
2024,3,12,23/05/15,True,9877,90,126,124,,7.0
2024,3,12,23/08/10,True,9877,90,126,124,16.1,10.0
2024,3,12,24/05/14,True,10356,71,190,-94,-14.6,10
2024,3,12,24/05/15,False,10356,71,190,-94,-14.6,10
2024,6,3,24/08/09,False,2225,-5,75,159,20.7,
2024,9,3,24/11/13,False,2253,-5,-64,-79,-10.3,
2025,3,12,24/05/15,True,9973,179,189,263,34.2,10
