year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,3,12,99/05/19,False,38912,950,1010,419,47.3,12.0
2000,3,12,00/05/18,False,39114,1217,1302,662,74.8,15.0
2001,3,12,01/05/14,False,41034,1190,1247,532,59.3,15.0
2002,3,12,02/05/13,False,43710,1036,1121,482,52.2,15.0
2003,3,12,03/05/12,False,46103,844,933,369,39.5,15.0
2004,3,12,04/05/12,False,49403,1136,1217,549,58.6,17.0
2005,3,12,05/05/11,False,52180,1155,1250,485,52.4,15.0
2006,3,12,06/05/10,False,54601,1236,1329,759,80.7,18.0
2007,3,12,07/05/09,False,57477,842,850,383,41.5,18.0
2008,3,12,08/05/13,False,61125,804,630,303,32.8,18.0
2009,3,12,09/04/30,False,64282,806,776,402,43.6,18.0
2010,3,12,10/04/30,False,61904,418,505,169,18.3,18.0
2011,3,12,11/05/12,False,63106,554,600,234,25.4,18.0
2012,3,12,12/05/11,False,66601,682,749,283,30.7,18.0
2013,3,12,13/05/10,False,68995,716,804,411,44.5,18.0
2014,3,12,14/05/12,False,72371,647,721,400,43.3,18.0
2015,3,12,15/05/13,False,77854,751,808,406,44.9,18.0
2016,3,12,16/05/13,False,87160,878,945,561,62.1,18.0
2017,3,12,17/05/12,False,91509,827,932,415,45.9,18.0
2018,3,12,18/05/11,False,95698,821,890,588,65.1,20.0
2019,3,3,19/05/10,False,23704,183,194,120,13.3,
2019,3,12,18/05/11,True,100000,1000,1090,740,,20.0
2019,3,12,19/05/10,False,100124,744,848,527,58.3,20.0
2019,6,3,19/08/09,False,24250,-22,7,-11,-1.3,
2019,9,3,19/11/11,False,24798,271,288,317,35.1,
2019,12,3,20/02/12,False,26092,337,357,238,26.3,
2020,3,3,20/05/11,False,20835,-302,-295,-184,-20.4,
2020,3,12,19/05/10,True,101500,1015,1075,660,,20.0
2020,3,12,20/05/08,True,95975,284,357,360,,20.0
2020,3,12,20/05/11,False,95975,284,357,360,39.8,20.0
2020,6,3,20/08/11,False,12710,-951,-719,-511,-56.5,
2020,9,3,20/11/09,False,17775,-287,-172,-1237,-136.8,
2020,12,3,21/02/08,False,20336,-67,21,-1010,-111.7,
2021,3,3,21/05/12,False,15316,-531,-366,-235,-26.0,
2021,3,12,20/05/11,True,,,,,,
2021,3,12,21/02/08,True,65000,-1950,-1400,-3350,,
2021,3,12,21/05/12,False,66137,-1836,-1236,-2993,-330.8,0.0
2021,6,3,21/08/11,False,15202,-593,-517,-473,-52.3,
2021,9,3,21/11/08,False,16159,-303,-238,-137,-15.1,
2021,12,3,22/02/08,False,21988,275,313,302,33.4,
2022,3,3,22/05/12,False,17253,-127,-118,194,21.5,
2022,3,12,21/05/12,True,,,,,,
2022,3,12,22/02/08,True,70680,-840,-620,-180,,
2022,3,12,22/05/12,False,70602,-748,-560,-114,-12.6,5.0
2022,6,3,22/08/08,False,21700,260,269,229,25.4,
2022,9,3,22/11/08,False,22779,398,409,344,38.0,
2022,12,3,23/02/10,False,26128,707,719,688,76.0,
2023,3,3,23/05/12,False,24226,327,363,372,41.1,
2023,3,12,22/05/12,True,87000,870,940,650,,
2023,3,12,22/08/08,True,87000,870,940,650,,20.0
2023,3,12,22/11/08,True,90000,1200,1240,790,,20.0
2023,3,12,23/05/09,True,94800,1690,1760,1630,,30.0
2023,3,12,23/05/12,False,94833,1692,1760,1633,180.6,30.0
2023,6,3,23/08/08,False,26630,881,892,588,65.0,
2023,9,3,23/11/10,False,27919,847,860,583,64.5,
2023,12,3,24/02/09,False,30449,824,837,563,62.2,
2024,3,3,24/05/10,False,26377,691,676,1321,148.9,
2024,3,12,23/05/12,True,97000,1750,1830,1430,,40.0
2024,3,12,23/08/08,True,103000,2500,2580,1590,,40.0
2024,3,12,23/11/09,True,105000,2900,3000,2000,241.7,60.0
2024,3,12,24/05/10,False,111375,3243,3265,3055,344.4,90
2024,6,3,24/08/09,False,28512,885,899,791,95.6,
2024,9,3,24/11/11,False,29811,1059,1063,724,87.5,
2025,3,12,24/05/10,True,118700,3420,3510,2430,293.6,90
