year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
1999,3,12,99/05/19,False,16384,471,496,76,4.2,8.0
2000,3,12,00/05/18,False,14802,256,365,94,5.1,8.0
2001,3,12,01/05/17,False,13843,-11,29,-238,-13.0,5.5
2002,3,12,02/05/16,False,12427,-15,-14,-233,-12.7,5.5
2003,3,12,03/05/15,False,12795,-72,-94,-207,-11.3,5.5
2004,3,12,04/05/14,False,12711,-32,-45,-160,-8.7,5.5
2005,3,12,05/05/13,False,13038,250,255,139,7.6,5.5
2006,3,12,06/05/11,False,13088,313,348,186,10.1,5.5
2007,3,12,07/05/11,False,12931,305,328,181,9.9,5.5
2008,3,12,08/05/09,False,12383,33,50,-14,-0.8,5.5
2009,3,12,09/05/08,False,12417,286,315,147,8.0,6.0
2010,3,12,10/05/07,False,11131,188,198,-73,-4.0,6.0
2011,3,12,11/05/09,False,10615,-272,-305,-428,-23.3,3.0
2012,3,12,12/05/10,False,10554,-394,-399,-684,-37.3,3.0
2013,3,12,13/05/10,False,10190,-419,-421,-456,-24.9,3.0
2014,3,12,14/05/13,False,10349,-234,-229,-331,-18.4,3.0
2015,3,12,15/05/13,False,10518,35,34,-20,-1.2,3.0
2016,3,12,16/05/13,False,10467,-253,-276,-474,-27.0,3.0
2017,3,12,17/05/12,False,10538,-38,-32,-65,-3.8,3.0
2018,3,12,18/05/15,False,10387,194,170,194,11.1,3.0
2019,3,3,19/05/15,False,2197,-42,-40,-26,-1.6,
2019,3,12,18/05/15,True,10368,166,160,110,,3.0
2019,3,12,19/04/26,True,9692,-12,-10,0,,3.0
2019,3,12,19/05/15,False,9694,2,3,9,0.6,3.0
2019,6,3,19/07/30,False,2410,6,7,-2,-0.2,
2019,9,3,19/10/29,False,2254,-124,-124,-128,-7.6,
2019,12,3,20/01/30,False,2638,28,32,-24,-1.4,
2020,3,3,20/05/13,False,2254,-36,-32,-8,-0.5,
2020,3,12,19/05/15,True,10000,100,100,50,,3.0
2020,3,12,20/01/29,True,9480,-170,-170,-230,,3.0
2020,3,12,20/05/13,False,9556,-126,-117,-162,-9.6,3.0
2020,6,3,20/07/30,False,1983,-51,-48,-30,-1.8,
2020,9,3,20/10/29,False,2000,-123,-107,-146,-8.7,
2020,12,3,21/01/29,False,2289,47,43,38,2.3,
2021,3,3,21/05/13,False,2035,-55,-51,-660,-39.1,
2021,3,12,20/05/13,True,10000,50,50,50,,3.0
2021,3,12,20/10/29,True,9000,-395,-384,-414,,3.0
2021,3,12,21/04/28,True,9192,-179,-162,-800,,3.0
2021,3,12,21/05/13,False,8307,-182,-163,-798,-47.3,3.0
2021,6,3,21/07/30,False,2169,17,24,10,0.6,
2021,9,3,21/10/29,False,2082,-15,-14,-12,-0.8,
2021,12,3,22/01/31,False,2431,111,114,74,4.4,
2022,3,3,22/05/13,False,2149,-35,-24,-56,-3.4,
2022,3,12,21/05/13,True,8800,40,50,0,,3.0
2022,3,12,22/05/06,True,8831,78,100,16,,3.0
2022,3,12,22/05/13,False,8831,78,100,16,1.0,3.0
2022,6,3,22/07/29,False,2283,5,5,-2,-0.2,
2022,9,3,22/10/31,False,2236,-116,-110,-111,-6.6,
2022,12,3,23/01/30,False,2642,195,210,200,11.9,
2023,3,3,23/05/12,False,2388,135,151,221,13.1,
2023,3,12,22/05/13,True,9252,-93,-66,-105,,
2023,3,12,23/01/30,True,9252,-93,-66,-105,,2.0
2023,3,12,23/03/31,True,9500,80,110,90,,2.0
2023,3,12,23/05/12,False,9549,219,256,308,18.3,3.0
2023,6,3,23/07/28,False,2613,235,247,173,10.3,
2023,9,3,23/10/31,False,2539,103,110,17,1.0,
2023,12,3,24/01/31,False,2779,168,179,116,6.9,
2024,3,3,24/05/14,False,2561,-93,-79,165,9.8,
2024,3,12,23/05/12,True,9800,55,90,45,,3.0
2024,3,12,23/10/31,True,10300,350,390,210,12.6,4.0
2024,3,12,24/05/14,False,10492,413,457,471,28.1,4
2024,6,3,24/07/31,False,2718,68,74,15,0.9,
2024,9,3,24/11/07,False,2685,20,24,19,1.2,
2024,12,3,25/01/31,False,2895,147,158,101,6.1,
2025,3,12,24/05/14,True,10710,250,280,165,9.9,4
2025,3,12,24/11/07,True,10900,100,130,80,4.8,4
