year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,8,12,,False,1985,,96,21,10.9,0
2021,8,12,,False,2026,,452,-108,-54.0,0
2022,8,12,,False,3489,46,497,213,106.5,0
2023,8,12,,False,5261,283,265,68,34.1,0
2023,11,3,,False,1483,78,72,50,25.4,
2024,2,3,,False,1560,117,112,76,38.2,
2024,5,3,,False,1666,138,132,89,44.7,
2024,8,3,24/10/15,False,1709,117,109,70,35.1,
2024,8,12,24/09/26,True,6405,439,414,279,114.7,0
2024,8,12,24/10/15,False,6418,450,425,285,143.0,0
2024,11,3,25/01/14,False,1770,65,41,12,5.5,
2025,8,12,24/10/15,True,7896,506,472,301,123.8,0
