date,open,high,low,close,volume,rs_nikkei,rs_topix
2014/03/26,500000.0,513000.0,500000.0,505000.0,687,-1.0,-1.0
2014/03/27,507000.0,519000.0,506000.0,519000.0,1164,-1.0,-1.0
2014/03/28,510000.0,520000.0,507000.0,511000.0,1213,-1.0,-1.0
2014/03/31,516000.0,516000.0,494500.0,498500.0,1421,-1.0,-1.0
2014/04/01,503000.0,510000.0,502000.0,510000.0,861,-1.0,-1.0
2014/04/02,511000.0,519000.0,508000.0,518000.0,1127,-1.0,-1.0
2014/04/03,518000.0,523000.0,512000.0,519000.0,887,-1.0,-1.0
2014/04/04,509000.0,516000.0,501000.0,502000.0,907,-1.0,-1.0
2014/04/07,507000.0,520000.0,506000.0,510000.0,643,-1.0,-1.0
2014/04/08,505000.0,508000.0,499500.0,508000.0,569,-1.0,-1.0
2014/04/09,506000.0,506000.0,498000.0,500000.0,540,-1.0,-1.0
2014/04/10,504000.0,509000.0,499500.0,499500.0,539,-1.0,-1.0
2014/04/11,495500.0,500000.0,494000.0,497000.0,617,-1.0,-1.0
2014/04/14,495500.0,512000.0,495500.0,505000.0,697,-1.0,-1.0
2014/04/15,510000.0,515000.0,504000.0,504000.0,683,-1.0,-1.0
2014/04/16,505000.0,513000.0,502000.0,510000.0,447,-1.0,-1.0
2014/04/17,513000.0,518000.0,513000.0,514000.0,338,-1.0,-1.0
2014/04/18,514000.0,529000.0,512000.0,522000.0,680,-1.0,-1.0
2014/04/21,522000.0,533000.0,516000.0,530000.0,702,-1.0,-1.0
2014/04/22,530000.0,539000.0,522000.0,539000.0,782,-1.0,-1.0
2014/04/23,533000.0,537000.0,523000.0,536000.0,710,-1.0,-1.0
2014/04/24,528000.0,537000.0,522000.0,535000.0,734,-1.0,-1.0
2014/04/25,529000.0,533000.0,522000.0,529000.0,938,-1.0,-1.0
2014/04/28,527000.0,530000.0,520000.0,526000.0,576,-1.0,-1.0
2014/04/30,528000.0,530000.0,519000.0,523000.0,848,-1.0,-1.0
2014/05/01,521000.0,527000.0,521000.0,523000.0,637,-1.0,-1.0
2014/05/02,519000.0,521000.0,512000.0,517000.0,759,-1.0,-1.0
2014/05/07,513000.0,517000.0,508000.0,510000.0,955,-1.0,-1.0
2014/05/08,513000.0,517000.0,510000.0,513000.0,530,-1.0,-1.0
2014/05/09,516000.0,516000.0,509000.0,511000.0,645,-1.0,-1.0
2014/05/12,509000.0,514000.0,508000.0,514000.0,467,-1.0,-1.0
2014/05/13,514000.0,515000.0,507000.0,507000.0,444,-1.0,-1.0
2014/05/14,510000.0,514000.0,508000.0,510000.0,548,-1.0,-1.0
2014/05/15,506000.0,512000.0,503000.0,510000.0,734,-1.0,-1.0
2014/05/16,507000.0,510000.0,499500.0,505000.0,883,-1.0,-1.0
2014/05/19,511000.0,519000.0,507000.0,511000.0,827,-1.0,-1.0
2014/05/20,509000.0,515000.0,509000.0,510000.0,618,-1.0,-1.0
2014/05/21,509000.0,513000.0,508000.0,511000.0,696,-1.0,-1.0
2014/05/22,515000.0,517000.0,509000.0,511000.0,616,-1.0,-1.0
2014/05/23,511000.0,519000.0,510000.0,514000.0,569,-1.0,-1.0
2014/05/26,513000.0,515000.0,510000.0,510000.0,622,-1.0,-1.0
2014/05/27,510000.0,522000.0,507000.0,513000.0,1703,-1.0,-1.0
2014/05/28,515000.0,516000.0,508000.0,508000.0,945,-1.0,-1.0
2014/05/29,506000.0,515000.0,503000.0,510000.0,893,-1.0,-1.0
2014/05/30,512000.0,520000.0,509000.0,516000.0,1125,-1.0,-1.0
2014/06/02,510000.0,518000.0,510000.0,511000.0,951,-1.0,-1.0
2014/06/03,511000.0,517000.0,511000.0,511000.0,805,-1.0,-1.0
2014/06/04,508000.0,511000.0,502000.0,504000.0,942,-1.0,-1.0
2014/06/05,506000.0,512000.0,499500.0,509000.0,890,-1.0,-1.0
2014/06/06,506000.0,510000.0,503000.0,503000.0,1224,-1.0,-1.0
2014/06/09,503000.0,508000.0,503000.0,503000.0,408,-1.0,-1.0
2014/06/10,507000.0,508000.0,501000.0,502000.0,610,-1.0,-1.0
2014/06/11,502000.0,504000.0,498000.0,502000.0,757,-1.0,-1.0
2014/06/12,501000.0,504000.0,498000.0,498000.0,353,-1.0,-1.0
2014/06/13,503000.0,509000.0,499500.0,509000.0,779,-1.0,-1.0
2014/06/16,509000.0,516000.0,507000.0,509000.0,394,-1.0,-1.0
2014/06/17,507000.0,509000.0,502000.0,504000.0,397,-1.0,-1.0
2014/06/18,497000.0,499000.0,491000.0,492500.0,1685,-1.0,-1.0
2014/06/19,492000.0,497500.0,491500.0,497500.0,588,-1.0,-1.0
2014/06/20,496000.0,507000.0,495500.0,506000.0,819,-1.0,-1.0
2014/06/23,503000.0,506000.0,493000.0,493500.0,1052,-1.0,-1.0
2014/06/24,493500.0,495000.0,491500.0,491500.0,805,-1.0,-1.0
2014/06/25,488000.0,489000.0,478000.0,478500.0,4025,-1.0,-1.0
2014/06/26,475500.0,477500.0,470500.0,470500.0,5083,-1.0,-1.0
2014/06/27,472500.0,476500.0,471500.0,474500.0,2764,-1.0,-1.0
2014/06/30,477000.0,482000.0,476500.0,482000.0,2336,-1.0,-1.0
2014/07/01,482500.0,483500.0,477500.0,478500.0,4771,-1.0,-1.0
2014/07/02,476500.0,483000.0,475500.0,475500.0,5333,-1.0,-1.0
2014/07/03,479000.0,480500.0,477000.0,480000.0,12891,-1.0,-1.0
2014/07/04,479500.0,490000.0,479500.0,490000.0,3598,-1.0,-1.0
2014/07/07,488000.0,490500.0,485500.0,488500.0,1791,-1.0,-1.0
2014/07/08,485500.0,488500.0,482500.0,483000.0,1147,-1.0,-1.0
2014/07/09,487500.0,488000.0,483000.0,487000.0,1371,-1.0,-1.0
2014/07/10,487000.0,489000.0,482500.0,482500.0,1609,-1.0,-1.0
