date,open,high,low,close,volume,rs_nikkei,rs_topix,rs
2019/09/19,910.0,944.0,792.0,839.0,3287900,-1.0,-1.0,-1.0
2019/09/20,910.0,989.0,875.0,989.0,2920400,-1.0,-1.0,-1.0
2019/09/24,1139.0,1139.0,1139.0,1139.0,35300,-1.0,-1.0,-1.0
2019/09/25,1288.0,1439.0,1288.0,1439.0,2323900,-1.0,-1.0,-1.0
2019/09/26,1570.0,1739.0,1405.0,1536.0,4944700,-1.0,-1.0,-1.0
2019/09/27,1492.0,1600.0,1331.0,1381.0,1874300,-1.0,-1.0,-1.0
2019/09/30,1541.0,1681.0,1477.0,1681.0,3420700,-1.0,-1.0,-1.0
2019/10/01,1710.0,1770.0,1480.0,1510.0,2138000,-1.0,-1.0,-1.0
2019/10/02,1464.0,1507.0,1361.0,1418.0,825300,-1.0,-1.0,-1.0
2019/10/03,1370.0,1430.0,1332.0,1368.0,532600,-1.0,-1.0,-1.0
2019/10/04,1420.0,1438.0,1355.0,1368.0,407900,-1.0,-1.0,-1.0
2019/10/07,1338.0,1385.0,1240.0,1246.0,314400,-1.0,-1.0,-1.0
2019/10/08,1226.0,1281.0,1181.0,1182.0,404600,-1.0,-1.0,-1.0
2019/10/09,1208.0,1355.0,1206.0,1345.0,945900,-1.0,-1.0,-1.0
2019/10/10,1386.0,1391.0,1250.0,1256.0,400800,-1.0,-1.0,-1.0
2019/10/11,1196.0,1220.0,1155.0,1196.0,231400,-1.0,-1.0,-1.0
2019/10/15,1200.0,1218.0,1150.0,1159.0,85800,-1.0,-1.0,-1.0
2019/10/16,1163.0,1174.0,1077.0,1084.0,124400,-1.0,-1.0,-1.0
2019/10/17,1097.0,1163.0,1068.0,1163.0,110400,-1.0,-1.0,-1.0
2019/10/18,1133.0,1197.0,1121.0,1130.0,121200,-1.0,-1.0,-1.0
2019/10/21,1120.0,1120.0,1061.0,1061.0,53600,-1.0,-1.0,1.0894493627008464
2019/10/23,1048.0,1082.0,1039.0,1042.0,48800,-1.0,-1.0,1.07971434106004
2019/10/24,1037.0,1269.0,1030.0,1151.0,1266000,-1.0,-1.0,1.5213585280535364
2019/10/25,1131.0,1160.0,1103.0,1116.0,135100,-1.0,-1.0,1.2062499959330468
2019/10/28,1108.0,1128.0,1045.0,1065.0,90500,-1.0,-1.0,0.9231032085272703
2019/10/29,1052.0,1078.0,1044.0,1056.0,60800,-1.0,-1.0,0.9156765098139421
2019/10/30,1047.0,1055.0,1011.0,1015.0,80200,-1.0,-1.0,0.8953468937788133
2019/10/31,1039.0,1039.0,1015.0,1018.0,25400,-1.0,-1.0,1.0339343208162284
2019/11/01,1016.0,1033.0,1000.0,1000.0,68700,-1.0,-1.0,1.1086559422998152
2019/11/05,1013.0,1045.0,996.0,1020.0,69200,-1.0,-1.0,1.2258038557867161
2019/11/06,1012.0,1023.0,1000.0,1003.0,33400,-1.0,-1.0,1.2156545044037002
2019/11/07,1010.0,1081.0,997.0,1050.0,190200,-1.0,-1.0,1.3654685063739538
2019/11/08,1040.0,1061.0,1017.0,1020.0,78400,-1.0,-1.0,1.178997123620246
2019/11/11,1045.0,1045.0,1000.0,1022.0,54800,-1.0,-1.0,1.299406311748903
2019/11/12,1034.0,1039.0,1006.0,1012.0,46500,-1.0,-1.0,1.2891535281469197
2019/11/13,1020.0,1088.0,1011.0,1045.0,145800,-1.0,-1.0,1.3393141127390085
2019/11/14,1075.0,1199.0,1033.0,1105.0,505300,-1.0,-1.0,1.4113816905030108
2019/11/15,995.0,1018.0,901.0,956.0,298200,-1.0,-1.0,1.2967719810581124
2019/11/18,971.0,991.0,931.0,941.0,124500,-1.0,-1.0,1.2324925436499412
2019/11/19,940.0,940.0,925.0,934.0,33600,-1.0,-1.0,1.2289816374323252
2019/11/20,937.0,984.0,934.0,947.0,87800,-1.0,-1.0,1.240781509475965
2019/11/21,951.0,970.0,932.0,944.0,34700,-1.0,-1.0,1.2930134023370183
2019/11/22,937.0,984.0,926.0,984.0,134000,-1.0,-1.0,1.3291658039484626
2019/11/25,989.0,1045.0,984.0,1045.0,188700,-1.0,-1.0,1.0439973468923505
2019/11/26,1044.0,1115.0,1013.0,1034.0,247300,-1.0,-1.0,1.029970490308629
2019/11/27,1047.0,1074.0,1019.0,1069.0,131600,-1.0,-1.0,1.0800511112109354
2019/11/28,1060.0,1080.0,1041.0,1057.0,78700,-1.0,-1.0,1.0861914055168018
2019/11/29,1075.0,1078.0,1041.0,1050.0,57700,-1.0,-1.0,1.1275673898196643
2019/12/02,1038.0,1053.0,1028.0,1030.0,44100,-1.0,-1.0,1.1255985677681013
2019/12/03,1015.0,1042.0,1006.0,1028.0,67900,-1.0,-1.0,1.129239483606781
2019/12/04,1021.0,1060.0,1017.0,1030.0,87900,-1.0,-1.0,1.1320744996339784
2019/12/05,1043.0,1055.0,1022.0,1023.0,52000,-1.0,-1.0,1.1232552574985069
2019/12/06,1025.0,1029.0,1017.0,1021.0,22300,-1.0,-1.0,1.1224261615674687
2019/12/09,1044.0,1048.0,1020.0,1022.0,42700,-1.0,-1.0,1.055218054821637
2019/12/10,1022.0,1029.0,1000.0,1009.0,50500,-1.0,-1.0,1.0465454753480428
